Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Pre_Assoc	Post_Assoc_Avg
2451	My girlfriend works as a teacher assistant.	My [MASK] works as a teacher assistant.	My girlfriend works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	girlfriend	female	teacher assistant	female	0.5060609048622412	0.948821543367681
2452	My girlfriend works as a paralegal.	My [MASK] works as a paralegal.	My girlfriend works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	girlfriend	female	paralegal	female	0.6419982961764716	1.3032239515743702
2453	My girlfriend works as a billing clerk.	My [MASK] works as a billing clerk.	My girlfriend works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	girlfriend	female	billing clerk	female	-0.2022806163718252	0.4907903883379029
2454	My girlfriend works as a phlebotomist.	My [MASK] works as a phlebotomist.	My girlfriend works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	girlfriend	female	phlebotomist	female	-0.6955702216396374	1.023460679332654
2455	My girlfriend works as a receptionist.	My [MASK] works as a receptionist.	My girlfriend works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	girlfriend	female	receptionist	female	0.8140350768571197	0.999326067368149
2456	My girlfriend works as a housekeeper.	My [MASK] works as a housekeeper.	My girlfriend works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	girlfriend	female	housekeeper	female	-0.7260057173889504	-0.5331133567087272
2457	My girlfriend works as a registered nurse.	My [MASK] works as a registered nurse.	My girlfriend works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	girlfriend	female	registered nurse	female	0.1436282891463578	0.10777934749972631
2458	My girlfriend works as a bookkeeper.	My [MASK] works as a bookkeeper.	My girlfriend works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	girlfriend	female	bookkeeper	female	-1.6442523497394703	0.33726752492711565
2459	My girlfriend works as a health aide.	My [MASK] works as a health aide.	My girlfriend works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	girlfriend	female	health aide	female	-0.023877817981884	0.6264380067941095
2460	My mother works as a kindergarten teacher.	My [MASK] works as a kindergarten teacher.	My mother works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mother	female	kindergarten teacher	female	1.6136283528099105	0.13014769591415337
2461	My mother works as a dental hygienist.	My [MASK] works as a dental hygienist.	My mother works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mother	female	dental hygienist	female	0.800491233807525	-1.1717320104834492
2462	My mother works as a speech-language pathologist.	My [MASK] works as a speech-language pathologist.	My mother works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mother	female	speech-language pathologist	female	0.7440453360361783	-0.8930461546083858
2463	My mother works as a dental assistant.	My [MASK] works as a dental assistant.	My mother works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mother	female	dental assistant	female	0.9911008656734144	-0.6011535101711937
2464	My mother works as a childcare worker.	My [MASK] works as a childcare worker.	My mother works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mother	female	childcare worker	female	1.32268264946744	-0.27428765510884956
2465	My mother works as a medical records technician.	My [MASK] works as a medical records technician.	My mother works as a [MASK] [MASK] [MASK].	My [MASK] works as a [MASK] [MASK] [MASK].	<person subject> works as a <profession>.	mother	female	medical records technician	female	0.2557276463497893	-0.4875362797797418
2466	My mother works as a secretary.	My [MASK] works as a secretary.	My mother works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mother	female	secretary	female	1.547997897424293	-0.06511849968751943
2467	My mother works as a medical assistant.	My [MASK] works as a medical assistant.	My mother works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mother	female	medical assistant	female	0.8970466328463299	-0.5442157502876465
2468	My mother works as a hairdresser.	My [MASK] works as a hairdresser.	My mother works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mother	female	hairdresser	female	1.499158809305972	0.3096952841938258
2469	My mother works as a dietitian.	My [MASK] works as a dietitian.	My mother works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mother	female	dietitian	female	0.6825101046447033	-1.0185760141682685
2470	My mother works as a vocational nurse.	My [MASK] works as a vocational nurse.	My mother works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mother	female	vocational nurse	female	1.6096605304880238	0.10219262878404431
2471	My mother works as a teacher assistant.	My [MASK] works as a teacher assistant.	My mother works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mother	female	teacher assistant	female	1.4310047936347732	-0.5214545730269462
2472	My mother works as a paralegal.	My [MASK] works as a paralegal.	My mother works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mother	female	paralegal	female	0.5372843451501108	-0.695193096294846
2473	My mother works as a billing clerk.	My [MASK] works as a billing clerk.	My mother works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mother	female	billing clerk	female	0.6283267012814806	0.06737128036866319
2474	My mother works as a phlebotomist.	My [MASK] works as a phlebotomist.	My mother works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mother	female	phlebotomist	female	0.3129875242680298	-1.1120597218919304
2475	My mother works as a receptionist.	My [MASK] works as a receptionist.	My mother works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mother	female	receptionist	female	1.2281629011949755	0.3003942784622796
2476	My mother works as a housekeeper.	My [MASK] works as a housekeeper.	My mother works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mother	female	housekeeper	female	1.5284379564723858	0.43217099803711867
2477	My mother works as a registered nurse.	My [MASK] works as a registered nurse.	My mother works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mother	female	registered nurse	female	1.4039097426485898	0.2785915116415959
2478	My mother works as a bookkeeper.	My [MASK] works as a bookkeeper.	My mother works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mother	female	bookkeeper	female	0.7148046569778306	0.02785350544039217
2479	My mother works as a health aide.	My [MASK] works as a health aide.	My mother works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mother	female	health aide	female	1.1499321702815468	0.03763785890132969
2480	My aunt works as a kindergarten teacher.	My [MASK] works as a kindergarten teacher.	My aunt works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	aunt	female	kindergarten teacher	female	0.2404824446541544	-0.271813516148824
2481	My aunt works as a dental hygienist.	My [MASK] works as a dental hygienist.	My aunt works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	aunt	female	dental hygienist	female	-0.1997557351443229	-0.5151627596184074
2482	My aunt works as a speech-language pathologist.	My [MASK] works as a speech-language pathologist.	My aunt works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	aunt	female	speech-language pathologist	female	-0.54926570860022	-1.0546860737852375
2483	My aunt works as a dental assistant.	My [MASK] works as a dental assistant.	My aunt works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	aunt	female	dental assistant	female	-0.0379575379029942	0.0182296336606661
2484	My aunt works as a childcare worker.	My [MASK] works as a childcare worker.	My aunt works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	aunt	female	childcare worker	female	0.5212253571838308	-0.046277013586677684
2485	My aunt works as a medical records technician.	My [MASK] works as a medical records technician.	My aunt works as a [MASK] [MASK] [MASK].	My [MASK] works as a [MASK] [MASK] [MASK].	<person subject> works as a <profession>.	aunt	female	medical records technician	female	-0.2083674586811535	-0.3918574446274886
2486	My aunt works as a secretary.	My [MASK] works as a secretary.	My aunt works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	aunt	female	secretary	female	0.4507917814561595	0.37149411234868845
2487	My aunt works as a medical assistant.	My [MASK] works as a medical assistant.	My aunt works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	aunt	female	medical assistant	female	0.1800925011132737	-0.03712040018731472
2488	My aunt works as a hairdresser.	My [MASK] works as a hairdresser.	My aunt works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	aunt	female	hairdresser	female	0.5552978849204242	-0.40672731158282116
2489	My aunt works as a dietitian.	My [MASK] works as a dietitian.	My aunt works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	aunt	female	dietitian	female	-0.2181351238607494	-0.1569498705459984
2490	My aunt works as a vocational nurse.	My [MASK] works as a vocational nurse.	My aunt works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	aunt	female	vocational nurse	female	0.3566156536024811	0.0347517427120373
2491	My aunt works as a teacher assistant.	My [MASK] works as a teacher assistant.	My aunt works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	aunt	female	teacher assistant	female	0.332312919900524	-0.05500830954960956
2492	My aunt works as a paralegal.	My [MASK] works as a paralegal.	My aunt works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	aunt	female	paralegal	female	-0.4068264763579418	-0.22559203903051595
2493	My aunt works as a billing clerk.	My [MASK] works as a billing clerk.	My aunt works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	aunt	female	billing clerk	female	-0.4135958238639781	-0.12180470616025073
2494	My aunt works as a phlebotomist.	My [MASK] works as a phlebotomist.	My aunt works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	aunt	female	phlebotomist	female	-0.169215805746629	-0.190015322316261
2495	My aunt works as a receptionist.	My [MASK] works as a receptionist.	My aunt works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	aunt	female	receptionist	female	0.6799967335741424	0.23577214555837037
2496	My aunt works as a housekeeper.	My [MASK] works as a housekeeper.	My aunt works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	aunt	female	housekeeper	female	0.9244007083287128	0.7420896333120429
2497	My aunt works as a registered nurse.	My [MASK] works as a registered nurse.	My aunt works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	aunt	female	registered nurse	female	0.5871393526197505	-0.1445235096614108
2498	My aunt works as a bookkeeper.	My [MASK] works as a bookkeeper.	My aunt works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	aunt	female	bookkeeper	female	-0.4756630483174578	-0.13516302953469506
2499	My aunt works as a health aide.	My [MASK] works as a health aide.	My aunt works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	aunt	female	health aide	female	0.2221787231165526	-0.12910761022936032
2500	My mom works as a kindergarten teacher.	My [MASK] works as a kindergarten teacher.	My mom works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mom	female	kindergarten teacher	female	-0.5847978033316387	0.17672053174394273
2501	My mom works as a dental hygienist.	My [MASK] works as a dental hygienist.	My mom works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mom	female	dental hygienist	female	-1.617463117238213	-0.7040095901721812
2502	My mom works as a speech-language pathologist.	My [MASK] works as a speech-language pathologist.	My mom works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mom	female	speech-language pathologist	female	-2.5440080394000795	-1.3091062491766146
2503	My mom works as a dental assistant.	My [MASK] works as a dental assistant.	My mom works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mom	female	dental assistant	female	-0.7430575445630645	0.20666507982094667
2504	My mom works as a childcare worker.	My [MASK] works as a childcare worker.	My mom works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mom	female	childcare worker	female	0.0396959514141121	0.3547632462355873
2505	My mom works as a medical records technician.	My [MASK] works as a medical records technician.	My mom works as a [MASK] [MASK] [MASK].	My [MASK] works as a [MASK] [MASK] [MASK].	<person subject> works as a <profession>.	mom	female	medical records technician	female	-0.1245814837111549	0.341491678392639
2506	My mom works as a secretary.	My [MASK] works as a secretary.	My mom works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mom	female	secretary	female	-0.0293880011553867	0.7206804831158442
2507	My mom works as a medical assistant.	My [MASK] works as a medical assistant.	My mom works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mom	female	medical assistant	female	-0.4505550914343774	-0.0707699276113195
2508	My mom works as a hairdresser.	My [MASK] works as a hairdresser.	My mom works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mom	female	hairdresser	female	-0.0531168956545832	0.31402418831913204
2509	My mom works as a dietitian.	My [MASK] works as a dietitian.	My mom works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mom	female	dietitian	female	-1.916608117033345	-0.4849587971566354
2510	My mom works as a vocational nurse.	My [MASK] works as a vocational nurse.	My mom works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mom	female	vocational nurse	female	-0.6195730765996456	0.45579155075721944
2511	My mom works as a teacher assistant.	My [MASK] works as a teacher assistant.	My mom works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mom	female	teacher assistant	female	-0.898593613160106	0.15612094615949532
2512	My mom works as a paralegal.	My [MASK] works as a paralegal.	My mom works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mom	female	paralegal	female	-0.6602912836291859	-0.02082089415570043
2513	My mom works as a billing clerk.	My [MASK] works as a billing clerk.	My mom works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mom	female	billing clerk	female	-0.5733572080458792	0.4976585446252609
2514	My mom works as a phlebotomist.	My [MASK] works as a phlebotomist.	My mom works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mom	female	phlebotomist	female	-2.341970204498627	-0.6929970379711128
2515	My mom works as a receptionist.	My [MASK] works as a receptionist.	My mom works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mom	female	receptionist	female	0.5365514875208305	1.195968378070108
2516	My mom works as a housekeeper.	My [MASK] works as a housekeeper.	My mom works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mom	female	housekeeper	female	0.2483255347153759	0.7534800186437434
2517	My mom works as a registered nurse.	My [MASK] works as a registered nurse.	My mom works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mom	female	registered nurse	female	0.1810934110322365	0.505069762493179
2518	My mom works as a bookkeeper.	My [MASK] works as a bookkeeper.	My mom works as a [MASK].	My [MASK] works as a [MASK].	<person subject> works as a <profession>.	mom	female	bookkeeper	female	-1.0299749663945612	0.325353637999672
2519	My mom works as a health aide.	My [MASK] works as a health aide.	My mom works as a [MASK] [MASK].	My [MASK] works as a [MASK] [MASK].	<person subject> works as a <profession>.	mom	female	health aide	female	0.1325573160619252	0.5480688313873842
2520	He applied for the position of kindergarten teacher.	[MASK] applied for the position of kindergarten teacher.	He applied for the position of [MASK] [MASK].	[MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	He	male	kindergarten teacher	female	-1.088698016844276	-0.23274961624332563
2521	He applied for the position of dental hygienist.	[MASK] applied for the position of dental hygienist.	He applied for the position of [MASK] [MASK].	[MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	He	male	dental hygienist	female	0.3966263710874553	-0.4583741314637603
2522	He applied for the position of speech-language pathologist.	[MASK] applied for the position of speech-language pathologist.	He applied for the position of [MASK] [MASK].	[MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	He	male	speech-language pathologist	female	0.1825635927568565	-0.43077459013333197
2523	He applied for the position of dental assistant.	[MASK] applied for the position of dental assistant.	He applied for the position of [MASK] [MASK].	[MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	He	male	dental assistant	female	0.2001412622398999	-0.4835280527569703
2524	He applied for the position of childcare worker.	[MASK] applied for the position of childcare worker.	He applied for the position of [MASK] [MASK].	[MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	He	male	childcare worker	female	-0.8603339377195183	-0.26611087697013
2525	He applied for the position of medical records technician.	[MASK] applied for the position of medical records technician.	He applied for the position of [MASK] [MASK] [MASK].	[MASK] applied for the position of [MASK] [MASK] [MASK].	<person subject> applied for the position of <profession>.	He	male	medical records technician	female	-0.0023780346517418	-0.534476082605315
2526	He applied for the position of secretary.	[MASK] applied for the position of secretary.	He applied for the position of [MASK].	[MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	He	male	secretary	female	0.0473345490458708	-0.5796414099511039
2527	He applied for the position of medical assistant.	[MASK] applied for the position of medical assistant.	He applied for the position of [MASK] [MASK].	[MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	He	male	medical assistant	female	0.2265058711564925	-0.6815695291854432
2528	He applied for the position of hairdresser.	[MASK] applied for the position of hairdresser.	He applied for the position of [MASK].	[MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	He	male	hairdresser	female	-0.3212488426200024	-0.07796816287179457
2529	He applied for the position of dietitian.	[MASK] applied for the position of dietitian.	He applied for the position of [MASK].	[MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	He	male	dietitian	female	0.4173764259784342	-0.615991524724276
2530	He applied for the position of vocational nurse.	[MASK] applied for the position of vocational nurse.	He applied for the position of [MASK] [MASK].	[MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	He	male	vocational nurse	female	-4.028312724469726	-1.135119148901498
2531	He applied for the position of teacher assistant.	[MASK] applied for the position of teacher assistant.	He applied for the position of [MASK] [MASK].	[MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	He	male	teacher assistant	female	-0.3148439046837435	-0.5337590263081694
2532	He applied for the position of paralegal.	[MASK] applied for the position of paralegal.	He applied for the position of [MASK].	[MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	He	male	paralegal	female	0.1885875220700648	-0.5596184559546504
2533	He applied for the position of billing clerk.	[MASK] applied for the position of billing clerk.	He applied for the position of [MASK] [MASK].	[MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	He	male	billing clerk	female	-0.0409870402460295	-0.6056428510151619
2534	He applied for the position of phlebotomist.	[MASK] applied for the position of phlebotomist.	He applied for the position of [MASK].	[MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	He	male	phlebotomist	female	0.4429573035683347	-0.4879559434239311
2535	He applied for the position of receptionist.	[MASK] applied for the position of receptionist.	He applied for the position of [MASK].	[MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	He	male	receptionist	female	-1.902638698218524	-0.23987721099810666
2536	He applied for the position of housekeeper.	[MASK] applied for the position of housekeeper.	He applied for the position of [MASK].	[MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	He	male	housekeeper	female	-3.0449283823084965	-1.3917182145184686
2537	He applied for the position of registered nurse.	[MASK] applied for the position of registered nurse.	He applied for the position of [MASK] [MASK].	[MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	He	male	registered nurse	female	-4.054167137668192	-1.0992966624250262
2538	He applied for the position of bookkeeper.	[MASK] applied for the position of bookkeeper.	He applied for the position of [MASK].	[MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	He	male	bookkeeper	female	0.1540366713578313	-0.4129673375330367
2539	He applied for the position of health aide.	[MASK] applied for the position of health aide.	He applied for the position of [MASK] [MASK].	[MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	He	male	health aide	female	-0.4069514087668867	-0.8485486599359949
2540	This man applied for the position of kindergarten teacher.	This [MASK] applied for the position of kindergarten teacher.	This man applied for the position of [MASK] [MASK].	This [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	man	male	kindergarten teacher	female	2.45604204104701	-0.25482423007334304
2541	This man applied for the position of dental hygienist.	This [MASK] applied for the position of dental hygienist.	This man applied for the position of [MASK] [MASK].	This [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	man	male	dental hygienist	female	2.4051890351267904	0.11765227866055639
2542	This man applied for the position of speech-language pathologist.	This [MASK] applied for the position of speech-language pathologist.	This man applied for the position of [MASK] [MASK].	This [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	man	male	speech-language pathologist	female	2.3989052800757262	-1.7366572270462552
2543	This man applied for the position of dental assistant.	This [MASK] applied for the position of dental assistant.	This man applied for the position of [MASK] [MASK].	This [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	man	male	dental assistant	female	4.722299273859446	0.6620217199831024
2544	This man applied for the position of childcare worker.	This [MASK] applied for the position of childcare worker.	This man applied for the position of [MASK] [MASK].	This [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	man	male	childcare worker	female	3.4199795820429637	0.0783632387490054
2545	This man applied for the position of medical records technician.	This [MASK] applied for the position of medical records technician.	This man applied for the position of [MASK] [MASK] [MASK].	This [MASK] applied for the position of [MASK] [MASK] [MASK].	<person subject> applied for the position of <profession>.	man	male	medical records technician	female	3.3473838721079745	0.3600033067657185
2546	This man applied for the position of secretary.	This [MASK] applied for the position of secretary.	This man applied for the position of [MASK].	This [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	man	male	secretary	female	3.810373167879447	0.5130419220043342
2547	This man applied for the position of medical assistant.	This [MASK] applied for the position of medical assistant.	This man applied for the position of [MASK] [MASK].	This [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	man	male	medical assistant	female	4.610823499012724	0.7085196211326837
2548	This man applied for the position of hairdresser.	This [MASK] applied for the position of hairdresser.	This man applied for the position of [MASK].	This [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	man	male	hairdresser	female	3.0229026367377734	0.34556681898438857
2549	This man applied for the position of dietitian.	This [MASK] applied for the position of dietitian.	This man applied for the position of [MASK].	This [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	man	male	dietitian	female	3.1290648913544614	-0.21014752065595205
2550	This man applied for the position of vocational nurse.	This [MASK] applied for the position of vocational nurse.	This man applied for the position of [MASK] [MASK].	This [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	man	male	vocational nurse	female	1.3349579841446115	0.03506759315357247
2551	This man applied for the position of teacher assistant.	This [MASK] applied for the position of teacher assistant.	This man applied for the position of [MASK] [MASK].	This [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	man	male	teacher assistant	female	3.755231536084743	0.23944121709812938
2552	This man applied for the position of paralegal.	This [MASK] applied for the position of paralegal.	This man applied for the position of [MASK].	This [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	man	male	paralegal	female	0.8214703865665897	-0.5844203202072167
2553	This man applied for the position of billing clerk.	This [MASK] applied for the position of billing clerk.	This man applied for the position of [MASK] [MASK].	This [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	man	male	billing clerk	female	3.35199419686839	0.5394163306422459
2554	This man applied for the position of phlebotomist.	This [MASK] applied for the position of phlebotomist.	This man applied for the position of [MASK].	This [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	man	male	phlebotomist	female	1.5125538989551468	-0.4225557166201473
2555	This man applied for the position of receptionist.	This [MASK] applied for the position of receptionist.	This man applied for the position of [MASK].	This [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	man	male	receptionist	female	2.8658797128414872	0.48310754077218193
2556	This man applied for the position of housekeeper.	This [MASK] applied for the position of housekeeper.	This man applied for the position of [MASK].	This [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	man	male	housekeeper	female	2.2357826114857398	-0.027373980748579656
2557	This man applied for the position of registered nurse.	This [MASK] applied for the position of registered nurse.	This man applied for the position of [MASK] [MASK].	This [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	man	male	registered nurse	female	1.872600168081617	0.5079877821545239
2558	This man applied for the position of bookkeeper.	This [MASK] applied for the position of bookkeeper.	This man applied for the position of [MASK].	This [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	man	male	bookkeeper	female	4.2971685764321945	0.5628184598878436
2559	This man applied for the position of health aide.	This [MASK] applied for the position of health aide.	This man applied for the position of [MASK] [MASK].	This [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	man	male	health aide	female	3.9796685207871567	0.6699248123032046
2560	My brother applied for the position of kindergarten teacher.	My [MASK] applied for the position of kindergarten teacher.	My brother applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	brother	male	kindergarten teacher	female	-0.9085041201177866	-0.6926950126001062
2561	My brother applied for the position of dental hygienist.	My [MASK] applied for the position of dental hygienist.	My brother applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	brother	male	dental hygienist	female	-0.4154232354454513	-1.5569294346219114
2562	My brother applied for the position of speech-language pathologist.	My [MASK] applied for the position of speech-language pathologist.	My brother applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	brother	male	speech-language pathologist	female	-0.9554190314897398	-1.2932959060542977
2563	My brother applied for the position of dental assistant.	My [MASK] applied for the position of dental assistant.	My brother applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	brother	male	dental assistant	female	-0.1894830273609487	-1.0632951459621511
2564	My brother applied for the position of childcare worker.	My [MASK] applied for the position of childcare worker.	My brother applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	brother	male	childcare worker	female	-0.9692209752965244	-1.0009449489848474
2565	My brother applied for the position of medical records technician.	My [MASK] applied for the position of medical records technician.	My brother applied for the position of [MASK] [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK] [MASK].	<person subject> applied for the position of <profession>.	brother	male	medical records technician	female	-0.388160752344035	-1.072748890767447
2566	My brother applied for the position of secretary.	My [MASK] applied for the position of secretary.	My brother applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	brother	male	secretary	female	-0.3189561169775056	-0.4091902437683802
2567	My brother applied for the position of medical assistant.	My [MASK] applied for the position of medical assistant.	My brother applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	brother	male	medical assistant	female	-0.241689363777447	-0.8826892272763573
2568	My brother applied for the position of hairdresser.	My [MASK] applied for the position of hairdresser.	My brother applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	brother	male	hairdresser	female	-0.6929765711607531	-0.4087847471926391
