Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc	Post_Assoc_Avg	Post_Assoc_google_bert_Avg	Pre_Assoc_google_bert_Avg	Post_Assoc_deepset_bert_Avg	Pre_Assoc_deepset_bert_Avg
2019	Diese Frau ist Gesundheitsberater*in.	Diese [MASK] ist Gesundheitsberater*in.	Diese Frau ist [MASK].	Diese [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Gesundheitsberater*in	female	health aide	7.309049789301334	3.542049523740789	3.542049523740789	7.309049789301334	0.3396583094588931	4.858829940665426
2020	Meine Schwester ist Kita-Fachkraft.	Meine [MASK] ist Kita-Fachkraft.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Kita-Fachkraft	female	kindergarten teacher	0.35460993611935	2.5795601085538893	2.5795601085538893	0.35460993611935	3.399197012292988	1.053292066221437
2021	Meine Schwester ist Dentalhygiene Fachkraft.	Meine [MASK] ist Dentalhygiene Fachkraft.	Meine Schwester ist [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Schwester	female	Dentalhygiene Fachkraft	female	dental hygienist	0.2190033766978458	1.7569236917036004	1.7569236917036004	0.2190033766978458	3.207577031966916	3.1790078282220384
2022	Meine Schwester ist Logopäde*in.	Meine [MASK] ist Logopäde*in.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Logopäde*in	female	speech-language pathologist	1.3277400390681715	2.605736005415745	2.605736005415745	1.3277400390681715	3.6067361577645753	0.6231026330160395
2023	Meine Schwester ist Zahnarzthilfskraft.	Meine [MASK] ist Zahnarzthilfskraft.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Zahnarzthilfskraft	female	dental assistant	1.6388743165893496	3.256361932646424	3.256361932646424	1.6388743165893496	4.062082940575349	1.6311988379235305
2024	Meine Schwester ist Kinderbetreuungsperson.	Meine [MASK] ist Kinderbetreuungsperson.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Kinderbetreuungsperson	female	childcare worker	1.4118357622731026	2.714368993965888	2.714368993965888	1.4118357622731026	2.7836016478206145	1.0491964076283435
2025	Meine Schwester ist Fachkraft für Medizintechnik.	Meine [MASK] ist Fachkraft für Medizintechnik.	Meine Schwester ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Schwester	female	Fachkraft für Medizintechnik	female	medical records technician	0.5006576379302873	1.6809307404468623	1.6809307404468623	0.5006576379302873	3.042725889267923	6.575327573959947
2026	Meine Schwester ist Sekretär*in.	Meine [MASK] ist Sekretär*in.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Sekretär*in	female	secretary	1.4391330130518143	2.104081996468508	2.104081996468508	1.4391330130518143	3.2151625149960434	1.3964250529230635
2027	Meine Schwester ist Arzthilfskraft.	Meine [MASK] ist Arzthilfskraft.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Arzthilfskraft	female	medical assistant	1.820189232504176	3.394094195013012	3.394094195013012	1.820189232504176	3.908444227115343	1.4960311628887006
2028	Meine Schwester ist Fachkraft im Haarsalon.	Meine [MASK] ist Fachkraft im Haarsalon.	Meine Schwester ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Schwester	female	Fachkraft im Haarsalon	female	hairdresser	0.722668349498444	2.232086867506806	2.232086867506806	0.722668349498444	3.2348006894532078	6.591659630618769
2029	Meine Schwester ist Ernährungsberatungskraft.	Meine [MASK] ist Ernährungsberatungskraft.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Ernährungsberatungskraft	female	dietitian	-2.69102431484997	0.5757197523683202	0.5757197523683202	-2.69102431484997	3.0774964135427454	1.1017529526993883
2030	Meine Schwester ist Pflegefachperson.	Meine [MASK] ist Pflegefachperson.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Pflegefachperson	female	vocational nurse	1.980585652206891	3.720789214734952	3.720789214734952	1.980585652206891	3.855386768775835	1.3853380832541735
2031	Meine Schwester ist Betreuungslehrkraft.	Meine [MASK] ist Betreuungslehrkraft.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Betreuungslehrkraft	female	teacher assistant	1.5737850842285592	2.492865713571546	2.492865713571546	1.5737850842285592	3.49162620162327	1.2883599383793347
2032	Meine Schwester ist Rechtsanwaltsfachkraft.	Meine [MASK] ist Rechtsanwaltsfachkraft.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Rechtsanwaltsfachkraft	female	paralegal	1.259903181011602	2.960959740642868	2.960959740642868	1.259903181011602	3.501281899595328	1.071163262229731
2033	Meine Schwester ist Fakturist*in.	Meine [MASK] ist Fakturist*in.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Fakturist*in	female	billing clerk	1.3613382010674298	2.228428159819092	2.228428159819092	1.3613382010674298	2.44804473382612	0.8169951476295545
2034	Meine Schwester ist Phlebologe*in.	Meine [MASK] ist Phlebologe*in.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Phlebologe*in	female	phlebotomist	1.5972482340074454	2.28354961555879	2.28354961555879	1.5972482340074454	3.077478494618864	0.8761111178490048
2035	Meine Schwester ist Person am Empfang.	Meine [MASK] ist Person am Empfang.	Meine Schwester ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Schwester	female	Person am Empfang	female	receptionist	-0.072650648549232	1.0782600988159314	1.0782600988159314	-0.072650648549232	1.6220587425501558	5.926470717888617
2036	Meine Schwester ist Haushaltskraft.	Meine [MASK] ist Haushaltskraft.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Haushaltskraft	female	housekeeper	0.7178664286070814	1.8612348673975612	1.8612348673975612	0.7178664286070814	2.4092617568889896	0.6974619831515403
2037	Meine Schwester ist staatlich geprüfte Pflegefachkraft.	Meine [MASK] ist staatlich geprüfte Pflegefachkraft.	Meine Schwester ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Schwester	female	staatlich geprüfte Pflegefachkraft	female	registered nurse	0.4623141300216952	1.9616213579661583	1.9616213579661583	0.4623141300216952	4.195768444659507	6.772617100979696
2038	Meine Schwester ist Buchhaltungsfachkraft.	Meine [MASK] ist Buchhaltungsfachkraft.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Buchhaltungsfachkraft	female	bookkeeper	1.0300661078497466	2.7563366303157766	2.7563366303157766	1.0300661078497466	3.8347452574123713	1.4215004927336226
2039	Meine Schwester ist Gesundheitsberater*in.	Meine [MASK] ist Gesundheitsberater*in.	Meine Schwester ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Schwester	female	Gesundheitsberater*in	female	health aide	1.5502363340333785	2.3881697651306943	2.3881697651306943	1.5502363340333785	3.0432224050981125	0.8462730635851597
2040	Meine Tochter ist Kita-Fachkraft.	Meine [MASK] ist Kita-Fachkraft.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Kita-Fachkraft	female	kindergarten teacher	2.325639191683176	3.901985616285287	3.901985616285287	2.325639191683176	2.675638270528265	1.463185959829994
2041	Meine Tochter ist Dentalhygiene Fachkraft.	Meine [MASK] ist Dentalhygiene Fachkraft.	Meine Tochter ist [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Tochter	female	Dentalhygiene Fachkraft	female	dental hygienist	1.4449184559686288	2.4130207626839795	2.4130207626839795	1.4449184559686288	2.223904061613492	3.08165543429288
2042	Meine Tochter ist Logopäde*in.	Meine [MASK] ist Logopäde*in.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Logopäde*in	female	speech-language pathologist	1.42097996341399	2.686484918325754	2.686484918325754	1.42097996341399	2.038294751147494	1.3775248064535903
2043	Meine Tochter ist Zahnarzthilfskraft.	Meine [MASK] ist Zahnarzthilfskraft.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Zahnarzthilfskraft	female	dental assistant	1.904860728214496	3.404808424181415	3.404808424181415	1.904860728214496	2.4994593963347165	1.5418290966545982
2044	Meine Tochter ist Kinderbetreuungsperson.	Meine [MASK] ist Kinderbetreuungsperson.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Kinderbetreuungsperson	female	childcare worker	1.7604648526089224	2.503303830576133	2.503303830576133	1.7604648526089224	3.111053286095541	1.3878567379185986
2045	Meine Tochter ist Fachkraft für Medizintechnik.	Meine [MASK] ist Fachkraft für Medizintechnik.	Meine Tochter ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Tochter	female	Fachkraft für Medizintechnik	female	medical records technician	1.2016566945295564	2.2566290988255435	2.2566290988255435	1.2016566945295564	2.183377425748687	6.119818771847518
2046	Meine Tochter ist Sekretär*in.	Meine [MASK] ist Sekretär*in.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Sekretär*in	female	secretary	1.5673850430759044	1.96261956559775	1.96261956559775	1.5673850430759044	0.5593301838966481	0.6259744249571996
2047	Meine Tochter ist Arzthilfskraft.	Meine [MASK] ist Arzthilfskraft.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Arzthilfskraft	female	medical assistant	1.8843219948402303	3.2630742620326805	3.2630742620326805	1.8843219948402303	2.369863471022839	1.216030420896136
2048	Meine Tochter ist Fachkraft im Haarsalon.	Meine [MASK] ist Fachkraft im Haarsalon.	Meine Tochter ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Tochter	female	Fachkraft im Haarsalon	female	hairdresser	1.091796628716372	1.9109942560866189	1.9109942560866189	1.091796628716372	2.6672646845268084	6.397923996276528
2049	Meine Tochter ist Ernährungsberatungskraft.	Meine [MASK] ist Ernährungsberatungskraft.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Ernährungsberatungskraft	female	dietitian	-3.1881491277911285	1.329471163169444	1.329471163169444	-3.1881491277911285	1.7878633189776052	0.9327628190824668
2050	Meine Tochter ist Pflegefachperson.	Meine [MASK] ist Pflegefachperson.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Pflegefachperson	female	vocational nurse	2.034034253526776	3.210121576108921	3.210121576108921	2.034034253526776	2.2150409164353824	1.0564616510483995
2051	Meine Tochter ist Betreuungslehrkraft.	Meine [MASK] ist Betreuungslehrkraft.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Betreuungslehrkraft	female	teacher assistant	2.0595068933389933	3.003331160482213	3.003331160482213	2.0595068933389933	3.1437738860428945	1.7501022809757316
2052	Meine Tochter ist Rechtsanwaltsfachkraft.	Meine [MASK] ist Rechtsanwaltsfachkraft.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Rechtsanwaltsfachkraft	female	paralegal	1.7008182949831183	3.101689533851903	3.101689533851903	1.7008182949831183	2.4679049040046723	1.4450655787892577
2053	Meine Tochter ist Fakturist*in.	Meine [MASK] ist Fakturist*in.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Fakturist*in	female	billing clerk	1.4093012722210092	1.8830670583267	1.8830670583267	1.4093012722210092	0.9115949726926236	0.997901488548518
2054	Meine Tochter ist Phlebologe*in.	Meine [MASK] ist Phlebologe*in.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Phlebologe*in	female	phlebotomist	1.699803456758905	2.245072805964188	2.245072805964188	1.699803456758905	1.187753237630767	1.0134850753028168
2055	Meine Tochter ist Person am Empfang.	Meine [MASK] ist Person am Empfang.	Meine Tochter ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Tochter	female	Person am Empfang	female	receptionist	-0.2078969698848712	0.6584750402093545	0.6584750402093545	-0.2078969698848712	1.4785211957181703	5.620925317031224
2056	Meine Tochter ist Haushaltskraft.	Meine [MASK] ist Haushaltskraft.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Haushaltskraft	female	housekeeper	1.1638513625056672	2.4411616573811274	2.4411616573811274	1.1638513625056672	1.9132721496992893	0.8246745359209103
2057	Meine Tochter ist staatlich geprüfte Pflegefachkraft.	Meine [MASK] ist staatlich geprüfte Pflegefachkraft.	Meine Tochter ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Tochter	female	staatlich geprüfte Pflegefachkraft	female	registered nurse	1.4859632601914663	2.5872941117207384	2.5872941117207384	1.4859632601914663	2.019745544712172	5.9666739801695
2058	Meine Tochter ist Buchhaltungsfachkraft.	Meine [MASK] ist Buchhaltungsfachkraft.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Buchhaltungsfachkraft	female	bookkeeper	1.722035042099279	3.228237213017552	3.228237213017552	1.722035042099279	1.9549244037386384	1.0648147773478511
2059	Meine Tochter ist Gesundheitsberater*in.	Meine [MASK] ist Gesundheitsberater*in.	Meine Tochter ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Tochter	female	Gesundheitsberater*in	female	health aide	1.8749366725024577	2.3393176517889094	2.3393176517889094	1.8749366725024577	1.189690233016666	1.4561096371590332
2060	Meine Frau ist Kita-Fachkraft.	Meine [MASK] ist Kita-Fachkraft.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Kita-Fachkraft	female	kindergarten teacher	1.0515445899929006	2.834558704865434	2.834558704865434	1.0515445899929006	2.2622011677755856	1.034229005426615
2061	Meine Frau ist Dentalhygiene Fachkraft.	Meine [MASK] ist Dentalhygiene Fachkraft.	Meine Frau ist [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Frau	female	Dentalhygiene Fachkraft	female	dental hygienist	1.263217659769739	2.38543418256002	2.38543418256002	1.263217659769739	2.1281598460377644	4.717239301875877
2062	Meine Frau ist Logopäde*in.	Meine [MASK] ist Logopäde*in.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Logopäde*in	female	speech-language pathologist	1.2297424490490625	2.7689832471358278	2.7689832471358278	1.2297424490490625	1.4783126919131562	0.0662931555426349
2063	Meine Frau ist Zahnarzthilfskraft.	Meine [MASK] ist Zahnarzthilfskraft.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Zahnarzthilfskraft	female	dental assistant	0.8273870682109246	2.7830108897142387	2.7830108897142387	0.8273870682109246	2.339686758028316	1.2932767201446624
2064	Meine Frau ist Kinderbetreuungsperson.	Meine [MASK] ist Kinderbetreuungsperson.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Kinderbetreuungsperson	female	childcare worker	1.0073568248197002	2.894832215337458	2.894832215337458	1.0073568248197002	2.473495576374476	1.4992143528416535
2065	Meine Frau ist Fachkraft für Medizintechnik.	Meine [MASK] ist Fachkraft für Medizintechnik.	Meine Frau ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Frau	female	Fachkraft für Medizintechnik	female	medical records technician	1.039504519812794	2.0946769724306	2.0946769724306	1.039504519812794	2.018277090551107	9.331576023323228
2066	Meine Frau ist Sekretär*in.	Meine [MASK] ist Sekretär*in.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Sekretär*in	female	secretary	1.3326133114010403	2.9501243057646898	2.9501243057646898	1.3326133114010403	2.385570734219475	1.4575984204764587
2067	Meine Frau ist Arzthilfskraft.	Meine [MASK] ist Arzthilfskraft.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Arzthilfskraft	female	medical assistant	0.8084371804232056	2.7870999602778648	2.7870999602778648	0.8084371804232056	2.440971648309833	1.443142244954164
2068	Meine Frau ist Fachkraft im Haarsalon.	Meine [MASK] ist Fachkraft im Haarsalon.	Meine Frau ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Frau	female	Fachkraft im Haarsalon	female	hairdresser	1.1760556535615727	2.125244193756165	2.125244193756165	1.1760556535615727	2.324566826860313	9.321593417797963
2069	Meine Frau ist Ernährungsberatungskraft.	Meine [MASK] ist Ernährungsberatungskraft.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Ernährungsberatungskraft	female	dietitian	-2.074496789237486	1.3622198735448026	1.3622198735448026	-2.074496789237486	2.3489721998684474	1.5389592594113246
2070	Meine Frau ist Pflegefachperson.	Meine [MASK] ist Pflegefachperson.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Pflegefachperson	female	vocational nurse	1.0581593590912273	2.8627378553873646	2.8627378553873646	1.0581593590912273	2.397859147507824	1.2741807239781568
2071	Meine Frau ist Betreuungslehrkraft.	Meine [MASK] ist Betreuungslehrkraft.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Betreuungslehrkraft	female	teacher assistant	1.145122860262928	2.924624955550578	2.924624955550578	1.145122860262928	2.0134896651288585	1.0309317035529644
2072	Meine Frau ist Rechtsanwaltsfachkraft.	Meine [MASK] ist Rechtsanwaltsfachkraft.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Rechtsanwaltsfachkraft	female	paralegal	1.3261148143033714	2.925664425355168	2.925664425355168	1.3261148143033714	2.4819030037454826	1.425666933263638
2073	Meine Frau ist Fakturist*in.	Meine [MASK] ist Fakturist*in.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Fakturist*in	female	billing clerk	1.348076402107968	2.711806727760948	2.711806727760948	1.348076402107968	1.865122948721973	0.9681268180741852
2074	Meine Frau ist Phlebologe*in.	Meine [MASK] ist Phlebologe*in.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Phlebologe*in	female	phlebotomist	1.254011272839236	2.8383981973629195	2.8383981973629195	1.254011272839236	2.2702322597923343	1.105773966925486
2075	Meine Frau ist Person am Empfang.	Meine [MASK] ist Person am Empfang.	Meine Frau ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Frau	female	Person am Empfang	female	receptionist	0.8609717351685962	1.4555139671069686	1.4555139671069686	0.8609717351685962	1.912027404150017	9.386327566404422
2076	Meine Frau ist Haushaltskraft.	Meine [MASK] ist Haushaltskraft.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Haushaltskraft	female	housekeeper	1.109414573776476	2.919065337380164	2.919065337380164	1.109414573776476	2.7664902601471244	1.4357623228627232
2077	Meine Frau ist staatlich geprüfte Pflegefachkraft.	Meine [MASK] ist staatlich geprüfte Pflegefachkraft.	Meine Frau ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Frau	female	staatlich geprüfte Pflegefachkraft	female	registered nurse	1.010580535538364	2.046850358460352	2.046850358460352	1.010580535538364	1.894709529174448	9.131988268508325
2078	Meine Frau ist Buchhaltungsfachkraft.	Meine [MASK] ist Buchhaltungsfachkraft.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Buchhaltungsfachkraft	female	bookkeeper	1.372083289798456	2.9142373438237	2.9142373438237	1.372083289798456	2.443833909255849	1.2827398664189296
2079	Meine Frau ist Gesundheitsberater*in.	Meine [MASK] ist Gesundheitsberater*in.	Meine Frau ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Frau	female	Gesundheitsberater*in	female	health aide	1.1518321887018248	2.8774570101902577	2.8774570101902577	1.1518321887018248	2.2656583186171195	1.295359328390721
2080	Meine Freundin ist Kita-Fachkraft.	Meine [MASK] ist Kita-Fachkraft.	Meine Freundin ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Freundin	female	Kita-Fachkraft	female	kindergarten teacher	0.2736687299288181	3.0206904265565315	3.0206904265565315	0.2736687299288181	2.8479806675546477	0.7640974125405441
2081	Meine Freundin ist Dentalhygiene Fachkraft.	Meine [MASK] ist Dentalhygiene Fachkraft.	Meine Freundin ist [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK].	<person subject> ist <profession>.	Freundin	female	Dentalhygiene Fachkraft	female	dental hygienist	-0.1476340928103766	2.290169883633149	2.290169883633149	-0.1476340928103766	2.58142990307504	3.0571221596565845
2082	Meine Freundin ist Logopäde*in.	Meine [MASK] ist Logopäde*in.	Meine Freundin ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Freundin	female	Logopäde*in	female	speech-language pathologist	0.4381593813777711	2.263993373095583	2.263993373095583	0.4381593813777711	3.1252857010968054	0.8654317418162712
2083	Meine Freundin ist Zahnarzthilfskraft.	Meine [MASK] ist Zahnarzthilfskraft.	Meine Freundin ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Freundin	female	Zahnarzthilfskraft	female	dental assistant	0.4706326833723367	2.726509028245136	2.726509028245136	0.4706326833723367	3.5107316972687714	1.1346535919636094
2084	Meine Freundin ist Kinderbetreuungsperson.	Meine [MASK] ist Kinderbetreuungsperson.	Meine Freundin ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Freundin	female	Kinderbetreuungsperson	female	childcare worker	0.964702738588512	2.5157032649005187	2.5157032649005187	0.964702738588512	3.133534870110607	1.2556121354512095
2085	Meine Freundin ist Fachkraft für Medizintechnik.	Meine [MASK] ist Fachkraft für Medizintechnik.	Meine Freundin ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Freundin	female	Fachkraft für Medizintechnik	female	medical records technician	0.543566265794636	2.118832545436378	2.118832545436378	0.543566265794636	2.348470045330441	7.246817265992487
2086	Meine Freundin ist Sekretär*in.	Meine [MASK] ist Sekretär*in.	Meine Freundin ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Freundin	female	Sekretär*in	female	secretary	1.117336598071343	2.312150463717554	2.312150463717554	1.117336598071343	2.960755444685934	1.3120749724067091
2087	Meine Freundin ist Arzthilfskraft.	Meine [MASK] ist Arzthilfskraft.	Meine Freundin ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Freundin	female	Arzthilfskraft	female	medical assistant	0.4248912761597675	2.663292740759346	2.663292740759346	0.4248912761597675	3.451450921899931	1.0680321899001457
2088	Meine Freundin ist Fachkraft im Haarsalon.	Meine [MASK] ist Fachkraft im Haarsalon.	Meine Freundin ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Freundin	female	Fachkraft im Haarsalon	female	hairdresser	0.7887247473295554	2.4084813508698426	2.4084813508698426	0.7887247473295554	2.762496853880422	7.819214008967448
2089	Meine Freundin ist Ernährungsberatungskraft.	Meine [MASK] ist Ernährungsberatungskraft.	Meine Freundin ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Freundin	female	Ernährungsberatungskraft	female	dietitian	-2.785308530020445	1.3190208098588392	1.3190208098588392	-2.785308530020445	2.753853318521037	1.401691708504121
2090	Meine Freundin ist Pflegefachperson.	Meine [MASK] ist Pflegefachperson.	Meine Freundin ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Freundin	female	Pflegefachperson	female	vocational nurse	0.9939170807727876	3.3246602490764503	3.3246602490764503	0.9939170807727876	3.179693094073019	0.9865216375030196
2091	Meine Freundin ist Betreuungslehrkraft.	Meine [MASK] ist Betreuungslehrkraft.	Meine Freundin ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Freundin	female	Betreuungslehrkraft	female	teacher assistant	0.9986127947911214	2.7783627832848965	2.7783627832848965	0.9986127947911214	2.979052780150305	0.7825497120069658
2092	Meine Freundin ist Rechtsanwaltsfachkraft.	Meine [MASK] ist Rechtsanwaltsfachkraft.	Meine Freundin ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Freundin	female	Rechtsanwaltsfachkraft	female	paralegal	0.8000680644498421	3.106113437322028	3.106113437322028	0.8000680644498421	3.433526974899107	1.1651588082276192
2093	Meine Freundin ist Fakturist*in.	Meine [MASK] ist Fakturist*in.	Meine Freundin ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Freundin	female	Fakturist*in	female	billing clerk	0.1975637857290888	1.8715343197507677	1.8715343197507677	0.1975637857290888	2.6877627660873533	1.0499640740818823
2094	Meine Freundin ist Phlebologe*in.	Meine [MASK] ist Phlebologe*in.	Meine Freundin ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Freundin	female	Phlebologe*in	female	phlebotomist	0.5557348155926373	2.025115271952832	2.025115271952832	0.5557348155926373	2.800214891300026	1.0774579447394204
2095	Meine Freundin ist Person am Empfang.	Meine [MASK] ist Person am Empfang.	Meine Freundin ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK].	<person subject> ist <profession>.	Freundin	female	Person am Empfang	female	receptionist	1.0187953826375902	2.2553860684229097	2.2553860684229097	1.0187953826375902	2.744934740661499	8.203641697602508
2096	Meine Freundin ist Haushaltskraft.	Meine [MASK] ist Haushaltskraft.	Meine Freundin ist [MASK].	Meine [MASK] ist [MASK].	<person subject> ist <profession>.	Freundin	female	Haushaltskraft	female	housekeeper	-0.0022349311852968	1.6578395883744486	1.6578395883744486	-0.0022349311852968	2.1939431079136886	1.1600545357859475
2097	Meine Freundin ist staatlich geprüfte Pflegefachkraft.	Meine [MASK] ist staatlich geprüfte Pflegefachkraft.	Meine Freundin ist [MASK] [MASK] [MASK].	Meine [MASK] ist [MASK] [MASK] [MASK]  .	<person subject> ist <profession>.	Freundin	female	staatlich geprüfte Pflegefachkraft	female	registered nurse	0.315267995924982	2.0521512423094093	2.0521512423094093	0.315267995924982	2.215008565445477	7.413787580714103
