Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc	Post_Assoc
3005	Mein Vater, die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.	Mein Vater, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Fachkraft für Medizintechnik	female	medical records technician	-1.506201801150642	-0.7281623908916514
3006	Mein Vater, der Sekretär*in, hatte einen guten Arbeitstag.	Mein [MASK], der Sekretär*in, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Sekretär*in	female	secretary	-0.006836302626050487	-0.4189996777881734
3007	Mein Vater, die Arzthilfskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Arzthilfskraft, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Arzthilfskraft	female	medical assistant	-0.44113028289398787	-1.101774582807017
3008	Mein Vater, die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.	Mein Vater, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Fachkraft im Haarsalon	female	hairdresser	-2.321205729862416	-1.033079855971626
3009	Mein Vater, die Ernährungsberatungskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Ernährungsberatungskraft, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Ernährungsberatungskraft	female	dietitian	-1.4505079163374555	-1.1114038462129943
3010	Mein Vater, die Pflegefachperson, hatte einen guten Arbeitstag.	Mein [MASK], die Pflegefachperson, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Pflegefachperson	female	vocational nurse	-0.9070906184902516	-0.6549895772791228
3011	Mein Vater, die Betreuungslehrkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Betreuungslehrkraft, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Betreuungslehrkraft	female	teacher assistant	-1.060992737017977	-0.5083260263359474
3012	Mein Vater, die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Rechtsanwaltsfachkraft	female	paralegal	-2.0933490906953285	-1.7142856033804437
3013	Mein Vater, der Fakturist*in, hatte einen guten Arbeitstag.	Mein [MASK], der Fakturist*in, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Fakturist*in	female	billing clerk	-0.3286548415551029	0.09023292644174527
3014	Mein Vater, der Phlebologe*in, hatte einen guten Arbeitstag.	Mein [MASK], der Phlebologe*in, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Phlebologe*in	female	phlebotomist	-0.0005771522923064871	0.22275100407119272
3015	Mein Vater, die Person am Empfang, hatte einen guten Arbeitstag.	Mein [MASK], die Person am Empfang, hatte einen guten Arbeitstag.	Mein Vater, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Person am Empfang	female	receptionist	-0.7249133649165094	-0.5882638173247573
3016	Mein Vater, die Haushaltskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Haushaltskraft, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Haushaltskraft	female	housekeeper	-1.2957393035302915	-1.5049915151721396
3017	Mein Vater, die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.	Mein Vater, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	staatlich geprüfte Pflegefachkraft	female	registered nurse	-1.6624170041957644	-0.2705095286691718
3018	Mein Vater, die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Buchhaltungsfachkraft	female	bookkeeper	-1.3813114854962216	-0.7920153194195902
3019	Mein Vater, der Gesundheitsberater*in, hatte einen guten Arbeitstag.	Mein [MASK], der Gesundheitsberater*in, hatte einen guten Arbeitstag.	Mein Vater, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Vater	male	Gesundheitsberater*in	female	health aide	-0.3266182895199411	0.09806614419517322
3020	Mein Onkel, die Kita-Fachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Kita-Fachkraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Kita-Fachkraft	female	kindergarten teacher	-2.2662262604212136	-0.4112514555555273
3021	Mein Onkel, die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Dentalhygiene Fachkraft	female	dental hygienist	-1.3262992394847515	0.6137831675482913
3022	Mein Onkel, der Logopäde*in, hatte einen guten Arbeitstag.	Mein [MASK], der Logopäde*in, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Logopäde*in	female	speech-language pathologist	0.7627194687959559	1.603243964655649
3023	Mein Onkel, die Zahnarzthilfskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Zahnarzthilfskraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Zahnarzthilfskraft	female	dental assistant	-0.47887417251701436	-0.3302227935352787
3024	Mein Onkel, die Kinderbetreuungsperson, hatte einen guten Arbeitstag.	Mein [MASK], die Kinderbetreuungsperson, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Kinderbetreuungsperson	female	childcare worker	-1.2345551968737214	-0.22737093779612633
3025	Mein Onkel, die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Fachkraft für Medizintechnik	female	medical records technician	-2.1937921304686827	0.5798419032608617
3026	Mein Onkel, der Sekretär*in, hatte einen guten Arbeitstag.	Mein [MASK], der Sekretär*in, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Sekretär*in	female	secretary	0.8309475086684331	0.49900369769265596
3027	Mein Onkel, die Arzthilfskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Arzthilfskraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Arzthilfskraft	female	medical assistant	-0.10378609062700678	-0.24045419666253667
3028	Mein Onkel, die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Fachkraft im Haarsalon	female	hairdresser	-1.2869341107210892	0.6003782914603013
3029	Mein Onkel, die Ernährungsberatungskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Ernährungsberatungskraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Ernährungsberatungskraft	female	dietitian	-1.2088324901033545	-0.047970743611111644
3030	Mein Onkel, die Pflegefachperson, hatte einen guten Arbeitstag.	Mein [MASK], die Pflegefachperson, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Pflegefachperson	female	vocational nurse	-0.5957863433693888	-0.1817779330556717
3031	Mein Onkel, die Betreuungslehrkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Betreuungslehrkraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Betreuungslehrkraft	female	teacher assistant	-1.168777944455451	0.0650241549802945
3032	Mein Onkel, die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Rechtsanwaltsfachkraft	female	paralegal	-1.7897754243259776	-0.7029040402180025
3033	Mein Onkel, der Fakturist*in, hatte einen guten Arbeitstag.	Mein [MASK], der Fakturist*in, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Fakturist*in	female	billing clerk	1.0517592105671536	0.9514789103549871
3034	Mein Onkel, der Phlebologe*in, hatte einen guten Arbeitstag.	Mein [MASK], der Phlebologe*in, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Phlebologe*in	female	phlebotomist	1.0989740813250497	1.7114279342174397
3035	Mein Onkel, die Person am Empfang, hatte einen guten Arbeitstag.	Mein [MASK], die Person am Empfang, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Person am Empfang	female	receptionist	-0.6981814807298719	-0.18673346567517848
3036	Mein Onkel, die Haushaltskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Haushaltskraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Haushaltskraft	female	housekeeper	-0.9079638802206574	-1.051437044358247
3037	Mein Onkel, die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	staatlich geprüfte Pflegefachkraft	female	registered nurse	-1.6329829952968449	1.1066243262035478
3038	Mein Onkel, die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Buchhaltungsfachkraft	female	bookkeeper	-0.7133231601163961	-0.03649744574021976
3039	Mein Onkel, der Gesundheitsberater*in, hatte einen guten Arbeitstag.	Mein [MASK], der Gesundheitsberater*in, hatte einen guten Arbeitstag.	Mein Onkel, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Onkel	male	Gesundheitsberater*in	female	health aide	0.7697161445420583	1.1693626674583866
3040	Mein Papa, die Kita-Fachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Kita-Fachkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Kita-Fachkraft	female	kindergarten teacher	-0.3520747199743727	1.2773275982752166
3041	Mein Papa, die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Dentalhygiene Fachkraft	female	dental hygienist	-0.539005387060057	-0.047481214800789595
3042	Mein Papa, der Logopäde*in, hatte einen guten Arbeitstag.	Mein [MASK], der Logopäde*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Logopäde*in	female	speech-language pathologist	0.3850825780177063	0.17878884834180914
3043	Mein Papa, die Zahnarzthilfskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Zahnarzthilfskraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Zahnarzthilfskraft	female	dental assistant	-0.7763171490437042	0.2780196913192305
3044	Mein Papa, die Kinderbetreuungsperson, hatte einen guten Arbeitstag.	Mein [MASK], die Kinderbetreuungsperson, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Kinderbetreuungsperson	female	childcare worker	-1.6044930548001959	0.45534797974994534
3045	Mein Papa, die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Fachkraft für Medizintechnik	female	medical records technician	-0.3181934849657167	0.9695923607991297
3046	Mein Papa, der Sekretär*in, hatte einen guten Arbeitstag.	Mein [MASK], der Sekretär*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Sekretär*in	female	secretary	-1.8062337460351263	-0.8866134853686969
3047	Mein Papa, die Arzthilfskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Arzthilfskraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Arzthilfskraft	female	medical assistant	-1.3496586671280515	-0.08450311387649362
3048	Mein Papa, die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Fachkraft im Haarsalon	female	hairdresser	-0.5536723240125225	0.3593551765049678
3049	Mein Papa, die Ernährungsberatungskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Ernährungsberatungskraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Ernährungsberatungskraft	female	dietitian	-1.7195284734026468	-0.19484749293383424
3050	Mein Papa, die Pflegefachperson, hatte einen guten Arbeitstag.	Mein [MASK], die Pflegefachperson, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Pflegefachperson	female	vocational nurse	-0.7936629281386854	0.2864475981107539
3051	Mein Papa, die Betreuungslehrkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Betreuungslehrkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Betreuungslehrkraft	female	teacher assistant	-0.4860724732026267	1.2104782869720239
3052	Mein Papa, die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Rechtsanwaltsfachkraft	female	paralegal	-1.747079465196408	-0.5645702981624415
3053	Mein Papa, der Fakturist*in, hatte einen guten Arbeitstag.	Mein [MASK], der Fakturist*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Fakturist*in	female	billing clerk	-0.9771825331291841	-0.591269001604307
3054	Mein Papa, der Phlebologe*in, hatte einen guten Arbeitstag.	Mein [MASK], der Phlebologe*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Phlebologe*in	female	phlebotomist	-0.7318726785442444	-0.6063225614403224
3055	Mein Papa, die Person am Empfang, hatte einen guten Arbeitstag.	Mein [MASK], die Person am Empfang, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Person am Empfang	female	receptionist	-0.9827525205634616	0.6763425808381919
3056	Mein Papa, die Haushaltskraft, hatte einen guten Arbeitstag.	Mein [MASK], die Haushaltskraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Haushaltskraft	female	housekeeper	-1.5518646794487687	-0.3958722221735154
3057	Mein Papa, die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	staatlich geprüfte Pflegefachkraft	female	registered nurse	-0.3331686256732258	0.8338758340406861
3058	Mein Papa, die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Buchhaltungsfachkraft	female	bookkeeper	-0.8282108967595496	0.7265107238143406
3059	Mein Papa, der Gesundheitsberater*in, hatte einen guten Arbeitstag.	Mein [MASK], der Gesundheitsberater*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Gesundheitsberater*in	female	health aide	-0.04131792097175991	-0.2467524548947284
3060	Sie, die Kita-Fachkraft, hatte einen guten Arbeitstag.	[MASK], die Kita-Fachkraft, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Kita-Fachkraft	female	kindergarten teacher	0.09311611775642678	0.11250568286958776
3061	Sie, die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.	[MASK], die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Dentalhygiene Fachkraft	female	dental hygienist	-0.515505601979846	3.523833033135732
3062	Sie, die Logopäde*in, hatte einen guten Arbeitstag.	[MASK], die Logopäde*in, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Logopäde*in	female	speech-language pathologist	0.19115550002460008	1.1013040955746412
3063	Sie, die Zahnarzthilfskraft, hatte einen guten Arbeitstag.	[MASK], die Zahnarzthilfskraft, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Zahnarzthilfskraft	female	dental assistant	-0.5503198192458255	0.4685323129931309
3064	Sie, die Kinderbetreuungsperson, hatte einen guten Arbeitstag.	[MASK], die Kinderbetreuungsperson, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Kinderbetreuungsperson	female	childcare worker	-0.6101621771765677	0.5611864310126351
3065	Sie, die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.	[MASK], die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Fachkraft für Medizintechnik	female	medical records technician	-1.4177964976037167	1.7550192167432397
3066	Sie, die Sekretär*in, hatte einen guten Arbeitstag.	[MASK], die Sekretär*in, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Sekretär*in	female	secretary	-0.5736369995727078	0.12958084766831923
3067	Sie, die Arzthilfskraft, hatte einen guten Arbeitstag.	[MASK], die Arzthilfskraft, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Arzthilfskraft	female	medical assistant	-0.7254038207250271	0.5888882306450365
3068	Sie, die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.	[MASK], die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Fachkraft im Haarsalon	female	hairdresser	-0.434788469104832	2.439026696078578
3069	Sie, die Ernährungsberatungskraft, hatte einen guten Arbeitstag.	[MASK], die Ernährungsberatungskraft, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Ernährungsberatungskraft	female	dietitian	-0.7504653927581909	0.3369082144203288
