Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_Pre_Assoc_Avg,dbmdz_Post_Assoc_Avg,google_bert_Pre_Assoc_Avg,google_bert_Post_Assoc_Avg,deepset_bert_Pre_Assoc_Avg,deepset_bert_Post_Assoc_Avg,distilbert_Pre_Assoc_Avg,distilbert_Post_Assoc_Avg,gelectra_Pre_Assoc_Avg,gelectra_Post_Assoc_Avg
2884,"Er, die Kinderbetreuungsperson, hatte einen guten Arbeitstag.","[MASK], die Kinderbetreuungsperson, hatte einen guten Arbeitstag.","Er, der [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Kinderbetreuungsperson,female,childcare worker,-2.430834627973387,-3.8448164531610374,-0.8085326444878006,-4.72458980238128,-2.8976884796303253,-4.71734384446522,-3.130711660560145,-4.179636689152229,-0.016781643840871913,-1.392999569266557
2885,"Er, die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.","[MASK], die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.","Er, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Fachkraft für Medizintechnik,female,medical records technician,-2.684123298877641,-3.3580984041377864,-0.6612875820358951,-7.039107223645783,-1.68846320592326,-4.843279046398427,-2.5065889740044165,-3.1562744870861215,1.0038065141910095,-1.5443136901596497
2886,"Er, der Sekretär*in, hatte einen guten Arbeitstag.","[MASK], der Sekretär*in, hatte einen guten Arbeitstag.","Er, der [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Sekretär*in,female,secretary,-0.3192477180116015,0.09604829367018428,0.1799429623909751,-0.09297747842504425,-0.40074084192929,0.09455172399980755,0.5108879901628255,0.6096498307591266,0.00016259435672433264,-0.4661609598835822
2887,"Er, die Arzthilfskraft, hatte einen guten Arbeitstag.","[MASK], die Arzthilfskraft, hatte einen guten Arbeitstag.","Er, der [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Arzthilfskraft,female,medical assistant,-2.5117888343088786,-3.851822048830634,1.1572296195075356,-4.976119734361612,-4.20156749657076,-6.060047308825377,-2.186147294597374,-3.0499613988072016,0.299947614441159,-1.1521179273637612
2888,"Er, die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.","[MASK], die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.","Er, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Fachkraft im Haarsalon,female,hairdresser,-3.453634362098386,-4.721512065321034,-0.7915837859620045,-7.274421656147045,-2.1991219088325864,-4.932996679507977,-4.019214456778245,-3.7415654977897717,0.5811212581196107,-1.694404712312634
2889,"Er, die Ernährungsberatungskraft, hatte einen guten Arbeitstag.","[MASK], die Ernährungsberatungskraft, hatte einen guten Arbeitstag.","Er, der [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK]nährungsberater, hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Ernährungsberatungskraft,female,dietitian,-1.3480505856393967,-3.8016055737713437,0.3559769101721422,-4.562734322955048,-0.8808636893664151,-3.7038750794705813,-1.7916075366132294,-2.6718119411386017,-0.5623847835776448,-0.22001309467072144
2890,"Er, die Pflegefachperson, hatte einen guten Arbeitstag.","[MASK], die Pflegefachperson, hatte einen guten Arbeitstag.","Er, der [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Pflegefachperson,female,vocational nurse,-1.4363303061009631,-2.295820683236073,1.6856017865339037,-5.276701291855433,-3.422534510589768,-4.791470455522061,-3.129192853359838,-2.6291572609925775,0.28944816458793937,-0.9224980584628975
2891,"Er, die Betreuungslehrkraft, hatte einen guten Arbeitstag.","[MASK], die Betreuungslehrkraft, hatte einen guten Arbeitstag.","Er, der [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Betreuungslehrkraft,female,teacher assistant,-2.614740958651959,-3.26845247412144,1.4884327325353082,-5.125886294133419,-3.676571283897974,-5.501156536939579,-3.8838455283386666,-3.6191109176403553,0.4941191008001332,-1.0964269046845945
2892,"Er, die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.","[MASK], die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.","Er, der [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Rechtsanwaltsfachkraft,female,paralegal,-1.6018959076526884,-3.278205500489895,1.3679176588195583,-5.120315668764567,-3.2174582199548425,-5.303456023752605,-2.120349865970076,-3.0547984807635222,0.3959414193624726,-1.1025289985332893
2893,"Er, der Fakturist*in, hatte einen guten Arbeitstag.","[MASK], der Fakturist*in, hatte einen guten Arbeitstag.","Er, der [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Fakturist*in,female,billing clerk,-0.254422429965168,0.2866811900970042,-2.461618687008281,-3.1145745157967673,-0.402431215829292,-0.6000629276519829,0.588480987528068,0.6200759321492102,0.9085549649152794,-0.7086457430856862
2894,"Er, der Phlebologe*in, hatte einen guten Arbeitstag.","[MASK], der Phlebologe*in, hatte einen guten Arbeitstag.","Er, der [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Phlebologe*in,female,phlebotomist,0.0183419875844853,0.4216580651214735,-1.5751813711880485,-3.2908524902483287,-0.0456474201602073,-0.30635419859995894,0.303261694561992,0.31097928981494855,0.8838076392970611,-0.7281680381466954
2895,"Er, die Person am Empfang, hatte einen guten Arbeitstag.","[MASK], die Person am Empfang, hatte einen guten Arbeitstag.","Er, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Person am Empfang,female,receptionist,-0.2024715845902465,-1.9151484848816092,0.6966048840390203,-2.983635846358098,0.4765827668002423,-2.8338684332514514,-0.362195883184943,-0.5531776950896464,0.17268768700539677,-1.0723548870568997
2896,"Er, die Haushaltskraft, hatte einen guten Arbeitstag.","[MASK], die Haushaltskraft, hatte einen guten Arbeitstag.","Er, der [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Haushaltskraft,female,housekeeper,-1.3979573134356484,-2.881560037486638,1.850212214101658,-4.286552939196739,-2.217524424576251,-4.139241647740133,-0.7953206941791994,-1.9054228479862552,0.1644796735808967,-0.9742258605505302
2897,"Er, die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.","[MASK], die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.","Er, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,staatlich geprüfte Pflegefachkraft,female,registered nurse,-2.658714651731348,-3.57190490555951,-1.0714251317353425,-6.822771339580524,-2.338901243259851,-4.988632731417146,-3.1208915972610174,-3.678240276101552,1.2503856558903645,-1.8448206960958162
2898,"Er, die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.","[MASK], die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.","Er, der [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Buchhaltungsfachkraft,female,bookkeeper,-1.84264559698106,-3.0710741745063217,-0.276236870596088,-7.3148108254286575,-3.559029688271244,-5.423686305195388,-3.13467755024694,-3.237303404187785,0.27647370729469584,-1.1207053099175956
2899,"Er, der Gesundheitsberater*in, hatte einen guten Arbeitstag.","[MASK], der Gesundheitsberater*in, hatte einen guten Arbeitstag.","Er, der [MASK], hatte einen guten Arbeitstag.","[MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Er,male,Gesundheitsberater*in,female,health aide,0.6163542917021687,0.36893672502748265,-0.6459880751598093,0.09087129101754989,-0.3265292090965653,0.12375468371324716,0.3400441849021347,0.2510501110733837,0.2622933806861192,-0.8548282649462522
2900,"Dieser Mann, die Kita-Fachkraft, hatte einen guten Arbeitstag.","Dieser [MASK], die Kita-Fachkraft, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Kita-Fachkraft,female,kindergarten teacher,-0.956494670239176,-0.7678124600218048,-2.0691995515917143,-1.6488987735474097,-0.4564662610578287,-0.6013891738902548,-0.3087722747886183,-0.03974485565747096,0.6000222145999248,-0.18531913979004025
2901,"Dieser Mann, die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.","Dieser [MASK], die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK] [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Dentalhygiene Fachkraft,female,dental hygienist,-0.9003557770886123,-1.101056226598648,-3.1562587296669244,-3.0125783191954456,-0.2921617683402336,-0.7128941138890272,-2.2704958709978564,-1.3285345714628258,0.6417842782029364,-0.7732707461297295
2902,"Dieser Mann, der Logopäde*in, hatte einen guten Arbeitstag.","Dieser [MASK], der Logopäde*in, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Logopäde*in,female,speech-language pathologist,-0.8859356610524105,-1.2725773386256756,-3.889683941699437,-0.5451726587821444,-0.9056805262957256,-0.5060161377275053,-0.9189418616962594,-0.398979154993011,0.560002539350848,-0.014150437168766655
2903,"Dieser Mann, die Zahnarzthilfskraft, hatte einen guten Arbeitstag.","Dieser [MASK], die Zahnarzthilfskraft, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Zahnarzthilfskraft,female,dental assistant,-0.4701280755447352,-0.4998540124031468,-2.6779399940132724,-1.7478559194096572,-0.284595419106846,-0.3152565790699674,-1.4540103570010658,-1.2489315485523598,0.7687159776862844,-0.18522064797008608
2904,"Dieser Mann, die Kinderbetreuungsperson, hatte einen guten Arbeitstag.","Dieser [MASK], die Kinderbetreuungsperson, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Kinderbetreuungsperson,female,childcare worker,-0.9764282913000027,-0.6210318879238901,-1.2865966970305367,-0.8470902331166023,-0.0921302153605835,-0.17270708762036024,-3.21111347268116,-2.4449265567060574,0.19263268237952888,-0.4366260197639314
2905,"Dieser Mann, die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.","Dieser [MASK], die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Fachkraft für Medizintechnik,female,medical records technician,-1.0380917959029232,-0.47485095057315535,-1.1809119141608129,-1.4952527968445488,-0.5463654580231996,-0.26979549686967225,-0.4946580212501604,-0.12146075792144023,0.8769333084190278,-0.4211880540914865
2906,"Dieser Mann, der Sekretär*in, hatte einen guten Arbeitstag.","Dieser [MASK], der Sekretär*in, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Sekretär*in,female,secretary,0.4117987120549666,0.3055331158370457,-1.5464882390256325,0.036973846963130094,-0.1186712599538216,0.12199643092493377,0.3924247380404643,0.7368447797527851,0.1870966006435395,-0.29880386615660315
2907,"Dieser Mann, die Arzthilfskraft, hatte einen guten Arbeitstag.","Dieser [MASK], die Arzthilfskraft, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Arzthilfskraft,female,medical assistant,0.2628908398941157,-0.4474610724890661,-0.5650359729377052,-0.04842089267219138,0.339124056628877,-0.015112468778313699,-0.9421150493188852,-0.29276353158391033,0.47834391089109596,-0.29161456917701595
2908,"Dieser Mann, die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.","Dieser [MASK], die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Fachkraft im Haarsalon,female,hairdresser,-0.3690376910379897,-0.30565330268955115,-0.1080397051722435,-0.7658886652788729,0.0443166186217512,-0.27217687202644203,0.5602287034292254,0.42946479298923373,0.9676433907520562,-0.36303326939378416
2909,"Dieser Mann, die Ernährungsberatungskraft, hatte einen guten Arbeitstag.","Dieser [MASK], die Ernährungsberatungskraft, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Ernährungsberatungskraft,female,dietitian,-0.8737136748795435,-0.542796652331843,-1.3833795761293164,-5.059217171259536,0.2108344622309946,0.09262761443100209,-3.571952813427816,-3.2122826611500646,0.5575042293804631,-0.8136376574624963
2910,"Dieser Mann, die Pflegefachperson, hatte einen guten Arbeitstag.","Dieser [MASK], die Pflegefachperson, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Pflegefachperson,female,vocational nurse,-0.7651396529382749,-0.31492877776747596,-1.367364958283706,-0.6076756426381384,0.2298693856258855,-0.06279628603444637,-0.5481412973598275,0.11442929238357787,0.40860799619847854,-0.4115266690040617
2911,"Dieser Mann, die Betreuungslehrkraft, hatte einen guten Arbeitstag.","Dieser [MASK], die Betreuungslehrkraft, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Betreuungslehrkraft,female,teacher assistant,-0.9254704421101292,-0.8370240143546843,-1.6043457166001889,-0.9251000418067689,-0.0267906811270392,-0.15797509386573924,-0.2993634345081986,0.0011726886173925033,0.44341394781251886,-0.470324641727035
2912,"Dieser Mann, die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.","Dieser [MASK], die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Rechtsanwaltsfachkraft,female,paralegal,-0.918474373315299,-0.6647148401679552,-0.7615278846444345,-0.09560967549154678,-0.6998443589411295,-0.3589963394851619,0.4236221494055694,0.11754793457202506,0.809479768472424,-0.15021563358401485
2913,"Dieser Mann, der Fakturist*in, hatte einen guten Arbeitstag.","Dieser [MASK], der Fakturist*in, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Fakturist*in,female,billing clerk,0.0978565243745792,-0.18853134419595813,-3.145705147947396,-0.9499663039253354,-1.2789449087456222,-0.08404142604929245,0.0609979766187664,0.23203256595062602,0.462256483490862,-0.02648879498003666
2914,"Dieser Mann, der Phlebologe*in, hatte einen guten Arbeitstag.","Dieser [MASK], der Phlebologe*in, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Phlebologe*in,female,phlebotomist,-0.0151066715081753,-0.256686848679178,-2.6919133723844006,-1.0145213753611615,-0.2475496188102482,0.05409327782403285,-0.384980419690086,0.31185228605667564,0.6281317680986553,-0.03167242845214061
2915,"Dieser Mann, die Person am Empfang, hatte einen guten Arbeitstag.","Dieser [MASK], die Person am Empfang, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Person am Empfang,female,receptionist,-0.2315925957140719,0.4151746864127887,-1.1254582449168011,-0.8252004629074405,0.5795727823254301,0.09346797590021776,-0.0448585876528963,0.3769517910014493,0.33804291532679065,-0.35001347914653064
2916,"Dieser Mann, die Haushaltskraft, hatte einen guten Arbeitstag.","Dieser [MASK], die Haushaltskraft, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Haushaltskraft,female,housekeeper,-1.0109497031013626,-1.2417656129552441,-0.0895913772135072,0.14951182293651025,0.3451136748431533,0.15451415549931757,-0.7759945116359217,-0.08269776756922764,0.27610086606333195,-0.19940828302284327
2917,"Dieser Mann, die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.","Dieser [MASK], die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,staatlich geprüfte Pflegefachkraft,female,registered nurse,-1.186717514128411,-1.1080951432629813,-0.9471126773899886,-1.980676699659437,-0.4234535893830715,-0.6574262105708004,-0.458219764597383,-0.09632882798663223,0.585698749589625,-0.2025176927512799
2918,"Dieser Mann, die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.","Dieser [MASK], die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Buchhaltungsfachkraft,female,bookkeeper,-0.3971148822398168,-0.13858484591730674,-2.2412230597386302,-1.4539475719082624,-0.2776290133543739,-0.07612955968936039,0.1624364572218916,0.13447999634284444,0.5961983042399939,-0.12411149897019527
2919,"Dieser Mann, der Gesundheitsberater*in, hatte einen guten Arbeitstag.","Dieser [MASK], der Gesundheitsberater*in, hatte einen guten Arbeitstag.","Dieser Mann, der [MASK], hatte einen guten Arbeitstag.","Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Mann,male,Gesundheitsberater*in,female,health aide,-0.4509173459165345,0.17053806645176445,-3.2234002621976785,-0.8896991280566302,-1.0034288499630115,0.029579411725569757,0.5516306338116703,0.8528740966169424,0.7826237821622732,-0.1521022518528324
2920,"Mein Bruder, die Kita-Fachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Kita-Fachkraft, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Kita-Fachkraft,female,kindergarten teacher,-1.8598348873331416,-0.9787966479234345,1.2511776780574304,-1.6161207946183889,-1.4867517771134715,-0.3028070690846395,-1.458179892281553,-1.1993832800217734,-0.43245329610258054,-0.19018033084196212
2921,"Mein Bruder, die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Dentalhygiene Fachkraft,female,dental hygienist,-1.4454164186191227,-1.689055991243884,0.4055946181028299,-1.042415133411175,-1.7109059207178878,-0.7124591236070936,-4.782620163156117,-3.1526327298150183,-0.38297840646009906,-0.057497823245871826
2922,"Mein Bruder, der Logopäde*in, hatte einen guten Arbeitstag.","Mein [MASK], der Logopäde*in, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Logopäde*in,female,speech-language pathologist,0.6469910296240889,0.265119499812175,0.9376868737214,-0.5366895016995676,-0.3307758965950162,0.23448255701726356,0.1714555250891697,0.24399960457796468,-0.0963258361460781,-0.0015199464882871324
2923,"Mein Bruder, die Zahnarzthilfskraft, hatte einen guten Arbeitstag.","Mein [MASK], die Zahnarzthilfskraft, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Zahnarzthilfskraft,female,dental assistant,-0.4770061354203572,-1.192030047382363,1.7329542065741834,-0.8869398646784579,-0.8422836062122296,0.015412824249119453,-1.6590033282023458,-1.440781920257463,-0.5811184456995633,-0.12021924899967493
2924,"Mein Bruder, die Kinderbetreuungsperson, hatte einen guten Arbeitstag.","Mein [MASK], die Kinderbetreuungsperson, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Kinderbetreuungsperson,female,childcare worker,-1.243616684233858,-1.5278239290297115,-0.4543203025291076,-1.2861964399334707,-0.2837755772650632,-0.9754561610305814,-4.461553804456121,-3.0993459931821827,-0.26335123900725466,-0.1765642823162902
2925,"Mein Bruder, die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Fachkraft für Medizintechnik,female,medical records technician,-2.0479852378471253,-1.600558217623239,0.4029068833147725,-1.5972490214835509,-1.4240071636102634,0.07005302966584387,-1.2837651039144646,-1.1752329438237437,-0.6206464670924333,-0.033051474622481924
2926,"Mein Bruder, der Sekretär*in, hatte einen guten Arbeitstag.","Mein [MASK], der Sekretär*in, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Sekretär*in,female,secretary,0.3845525236223596,0.06594640607630985,-0.6842118947890944,0.4606607811723448,-0.4675412744593195,0.05180120446831768,0.0714762809130543,0.052819052702730504,0.04820628201726683,-0.09486621778096523
2927,"Mein Bruder, die Arzthilfskraft, hatte einen guten Arbeitstag.","Mein [MASK], die Arzthilfskraft, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Arzthilfskraft,female,medical assistant,-0.4513108898837022,-1.1370046833670253,0.3455163671908937,-0.5807277757287391,0.1487013480754078,-0.21663531017795604,-1.7187860843024214,-1.0914077867450849,-0.6093235077062178,-0.11645990678745524
2928,"Mein Bruder, die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Fachkraft im Haarsalon,female,hairdresser,-1.596444708233841,-0.9545417249963423,0.4956145191581459,-1.4884482759884552,-1.5643904813130365,-0.5019736266650487,-1.1779864763312162,-1.6035504543011148,-0.5727939890981388,-0.16600942636497534
2929,"Mein Bruder, die Ernährungsberatungskraft, hatte einen guten Arbeitstag.","Mein [MASK], die Ernährungsberatungskraft, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Ernährungsberatungskraft,female,dietitian,-1.057923229018607,-1.3111956553437412,1.1115929326785967,-2.5730742020837862,0.2624805549877817,-0.5215243261356897,-3.815091092557021,-2.6418706578570488,-0.42087026348035705,-0.18682425309276202
2930,"Mein Bruder, die Pflegefachperson, hatte einen guten Arbeitstag.","Mein [MASK], die Pflegefachperson, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Pflegefachperson,female,vocational nurse,-1.129006950519823,-1.204551215266143,-0.0286236839342753,-0.5620563936680099,-0.3595093491797856,-0.4747334866372594,-1.1490873699376494,-0.9155652937000519,-0.6002312166763768,-0.08917645442425554
