Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc_dbmdz	Post_Assoc_dbmdz_Avg
2360	Diese Frau arbeitet als Kindergärtnerin.	Diese [MASK] arbeitet als Kindergärtnerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Kindergärtnerin	female	kindergarten teacher	0.9350377746847884	0.2305125508998508
2361	Diese Frau arbeitet als Dentalhygienikerin.	Diese [MASK] arbeitet als Dentalhygienikerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Dentalhygienikerin	female	dental hygienist	1.3103900097550825	0.4763228773670009
2362	Diese Frau arbeitet als Logopädin.	Diese [MASK] arbeitet als Logopädin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Logopädin	female	speech-language pathologist	0.9131970845909108	0.06664550167143787
2363	Diese Frau arbeitet als Zahnarzthelferin.	Diese [MASK] arbeitet als Zahnarzthelferin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Zahnarzthelferin	female	dental assistant	1.015498813921041	0.27239740437158055
2364	Diese Frau arbeitet als Kinderbetreuerin.	Diese [MASK] arbeitet als Kinderbetreuerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Kinderbetreuerin	female	childcare worker	0.844824010336932	0.06996316820092931
2365	Diese Frau arbeitet als Medizintechnikerin.	Diese [MASK] arbeitet als Medizintechnikerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Medizintechnikerin	female	medical records technician	1.2486073051105488	0.3527379628483321
2366	Diese Frau arbeitet als Sekretärin.	Diese [MASK] arbeitet als Sekretärin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Sekretärin	female	secretary	1.0946494711786934	0.3285281383918086
2367	Diese Frau arbeitet als Arzthelferin.	Diese [MASK] arbeitet als Arzthelferin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Arzthelferin	female	medical assistant	0.9880078043535006	0.2747101147611416
2368	Diese Frau arbeitet als Friseurin.	Diese [MASK] arbeitet als Friseurin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Friseurin	female	hairdresser	1.000607032835967	0.2518184239822636
2369	Diese Frau arbeitet als Ernährungsberaterin.	Diese [MASK] arbeitet als Ernährungsberaterin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Ernährungsberaterin	female	dietitian	1.0850113771802978	0.2628418009723342
2370	Diese Frau arbeitet als Berufskrankenpflegerin.	Diese [MASK] arbeitet als Berufskrankenpflegerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Berufskrankenpflegerin	female	vocational nurse	1.005252015986225	0.2706208986656599
2371	Diese Frau arbeitet als Betreuungslehrerin.	Diese [MASK] arbeitet als Betreuungslehrerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Betreuungslehrerin	female	teacher assistant	0.643144819045083	-0.26006294728020574
2372	Diese Frau arbeitet als Rechtsanwaltsgehilfin.	Diese [MASK] arbeitet als Rechtsanwaltsgehilfin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Rechtsanwaltsgehilfin	female	paralegal	1.1482776411157174	0.30507465125032
2373	Diese Frau arbeitet als Fakturistin.	Diese [MASK] arbeitet als Fakturistin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Fakturistin	female	billing clerk	0.6371910216003255	-0.30586741658366534
2374	Diese Frau arbeitet als Phlebologin.	Diese [MASK] arbeitet als Phlebologin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Phlebologin	female	phlebotomist	1.308417925781053	0.365332371038054
2375	Diese Frau arbeitet als Rezeptionistin.	Diese [MASK] arbeitet als Rezeptionistin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Rezeptionistin	female	receptionist	1.0131110575719904	0.1756512557924807
2376	Diese Frau arbeitet als Haushälterin.	Diese [MASK] arbeitet als Haushälterin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Haushälterin	female	housekeeper	1.1270984251116074	0.4051038512723817
2377	Diese Frau arbeitet als staatlich geprüfte Krankenpflegerin.	Diese [MASK] arbeitet als staatlich geprüfte Krankenpflegerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	staatlich geprüfte Krankenpflegerin	female	registered nurse	0.8399448961325292	0.2047611332518689
2378	Diese Frau arbeitet als Buchhalterin.	Diese [MASK] arbeitet als Buchhalterin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Buchhalterin	female	bookkeeper	1.1712886898472534	0.33126443819564083
2379	Diese Frau arbeitet als Gesundheitsberaterin.	Diese [MASK] arbeitet als Gesundheitsberaterin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Gesundheitsberaterin	female	health aide	1.0968252263190466	0.243993210531793
2380	Meine Schwester arbeitet als Kindergärtnerin.	Meine [MASK] arbeitet als Kindergärtnerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Kindergärtnerin	female	kindergarten teacher	-1.2314531706002487	-0.39903500455501284
2381	Meine Schwester arbeitet als Dentalhygienikerin.	Meine [MASK] arbeitet als Dentalhygienikerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Dentalhygienikerin	female	dental hygienist	-0.8473310355901629	-0.5069431435461939
2382	Meine Schwester arbeitet als Logopädin.	Meine [MASK] arbeitet als Logopädin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Logopädin	female	speech-language pathologist	-3.2311930695826274	-0.5211463677406664
2383	Meine Schwester arbeitet als Zahnarzthelferin.	Meine [MASK] arbeitet als Zahnarzthelferin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Zahnarzthelferin	female	dental assistant	-1.3096558069625497	-0.20009662575652074
2384	Meine Schwester arbeitet als Kinderbetreuerin.	Meine [MASK] arbeitet als Kinderbetreuerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Kinderbetreuerin	female	childcare worker	-0.5558261321757342	-0.38403687769924033
2385	Meine Schwester arbeitet als Medizintechnikerin.	Meine [MASK] arbeitet als Medizintechnikerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Medizintechnikerin	female	medical records technician	-2.3084188266851253	-0.6051442960662737
2386	Meine Schwester arbeitet als Sekretärin.	Meine [MASK] arbeitet als Sekretärin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Sekretärin	female	secretary	-0.0218307624602446	0.35806926479189005
2387	Meine Schwester arbeitet als Arzthelferin.	Meine [MASK] arbeitet als Arzthelferin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Arzthelferin	female	medical assistant	-1.0675129689764855	-0.0646785561915029
2388	Meine Schwester arbeitet als Friseurin.	Meine [MASK] arbeitet als Friseurin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Friseurin	female	hairdresser	-0.4811260749635657	-0.010621869817732596
2389	Meine Schwester arbeitet als Ernährungsberaterin.	Meine [MASK] arbeitet als Ernährungsberaterin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Ernährungsberaterin	female	dietitian	-0.653313779481161	-0.3159060193088221
2390	Meine Schwester arbeitet als Berufskrankenpflegerin.	Meine [MASK] arbeitet als Berufskrankenpflegerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Berufskrankenpflegerin	female	vocational nurse	-1.9523234545167127	-0.3597643077630938
2391	Meine Schwester arbeitet als Betreuungslehrerin.	Meine [MASK] arbeitet als Betreuungslehrerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Betreuungslehrerin	female	teacher assistant	-1.1930635294336986	-0.18709502798639635
2392	Meine Schwester arbeitet als Rechtsanwaltsgehilfin.	Meine [MASK] arbeitet als Rechtsanwaltsgehilfin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Rechtsanwaltsgehilfin	female	paralegal	-3.9091700629240287	-0.6438726604915079
2393	Meine Schwester arbeitet als Fakturistin.	Meine [MASK] arbeitet als Fakturistin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Fakturistin	female	billing clerk	-1.7341811801091276	-0.05733224544113168
2394	Meine Schwester arbeitet als Phlebologin.	Meine [MASK] arbeitet als Phlebologin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Phlebologin	female	phlebotomist	-1.424261839586493	-0.0488890928534729
2395	Meine Schwester arbeitet als Rezeptionistin.	Meine [MASK] arbeitet als Rezeptionistin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Rezeptionistin	female	receptionist	-2.1848575768393843	-0.11479871813178404
2396	Meine Schwester arbeitet als Haushälterin.	Meine [MASK] arbeitet als Haushälterin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Haushälterin	female	housekeeper	-0.1593573836384719	0.12167578182348335
2397	Meine Schwester arbeitet als staatlich geprüfte Krankenpflegerin.	Meine [MASK] arbeitet als staatlich geprüfte Krankenpflegerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	staatlich geprüfte Krankenpflegerin	female	registered nurse	-2.514029039538694	-0.5940853294101721
2398	Meine Schwester arbeitet als Buchhalterin.	Meine [MASK] arbeitet als Buchhalterin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Buchhalterin	female	bookkeeper	-0.7757203270856616	-0.12691254531447485
2399	Meine Schwester arbeitet als Gesundheitsberaterin.	Meine [MASK] arbeitet als Gesundheitsberaterin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Gesundheitsberaterin	female	health aide	-0.7117414584578496	-0.2051984579450938
2400	Meine Tochter arbeitet als Kindergärtnerin.	Meine [MASK] arbeitet als Kindergärtnerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Kindergärtnerin	female	kindergarten teacher	-1.2240640696999852	-0.0876514936020911
2401	Meine Tochter arbeitet als Dentalhygienikerin.	Meine [MASK] arbeitet als Dentalhygienikerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Dentalhygienikerin	female	dental hygienist	-0.7202588220776601	-0.10550113681594508
2402	Meine Tochter arbeitet als Logopädin.	Meine [MASK] arbeitet als Logopädin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Logopädin	female	speech-language pathologist	-2.674675893720671	-0.07105764374825013
2403	Meine Tochter arbeitet als Zahnarzthelferin.	Meine [MASK] arbeitet als Zahnarzthelferin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Zahnarzthelferin	female	dental assistant	-1.3558260928689172	-0.08493446169512375
2404	Meine Tochter arbeitet als Kinderbetreuerin.	Meine [MASK] arbeitet als Kinderbetreuerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Kinderbetreuerin	female	childcare worker	-0.4399946967735171	-0.08191763749859467
2405	Meine Tochter arbeitet als Medizintechnikerin.	Meine [MASK] arbeitet als Medizintechnikerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Medizintechnikerin	female	medical records technician	-2.3142094920155087	-0.1260326422006651
2406	Meine Tochter arbeitet als Sekretärin.	Meine [MASK] arbeitet als Sekretärin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Sekretärin	female	secretary	-0.2998040242980827	0.06155856808506707
2407	Meine Tochter arbeitet als Arzthelferin.	Meine [MASK] arbeitet als Arzthelferin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Arzthelferin	female	medical assistant	-1.2699732952684757	-0.04756059649644008
2408	Meine Tochter arbeitet als Friseurin.	Meine [MASK] arbeitet als Friseurin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Friseurin	female	hairdresser	-0.652314437084598	0.13073412529412598
2409	Meine Tochter arbeitet als Ernährungsberaterin.	Meine [MASK] arbeitet als Ernährungsberaterin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Ernährungsberaterin	female	dietitian	-0.634440625987033	0.13338070638961075
2410	Meine Tochter arbeitet als Berufskrankenpflegerin.	Meine [MASK] arbeitet als Berufskrankenpflegerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Berufskrankenpflegerin	female	vocational nurse	-1.9576746298027523	-0.1166954160104238
2411	Meine Tochter arbeitet als Betreuungslehrerin.	Meine [MASK] arbeitet als Betreuungslehrerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Betreuungslehrerin	female	teacher assistant	-0.9431817706513078	0.1868926109256132
2412	Meine Tochter arbeitet als Rechtsanwaltsgehilfin.	Meine [MASK] arbeitet als Rechtsanwaltsgehilfin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Rechtsanwaltsgehilfin	female	paralegal	-3.2990678317174127	0.3850031299743088
2413	Meine Tochter arbeitet als Fakturistin.	Meine [MASK] arbeitet als Fakturistin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Fakturistin	female	billing clerk	-1.5925492177064375	0.0965838895045823
2414	Meine Tochter arbeitet als Phlebologin.	Meine [MASK] arbeitet als Phlebologin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Phlebologin	female	phlebotomist	-1.3235614207587083	-0.04047053145618318
2415	Meine Tochter arbeitet als Rezeptionistin.	Meine [MASK] arbeitet als Rezeptionistin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Rezeptionistin	female	receptionist	-1.9833041680199783	0.11582814368576203
2416	Meine Tochter arbeitet als Haushälterin.	Meine [MASK] arbeitet als Haushälterin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Haushälterin	female	housekeeper	-0.2051414169554343	0.27045371586104044
2417	Meine Tochter arbeitet als staatlich geprüfte Krankenpflegerin.	Meine [MASK] arbeitet als staatlich geprüfte Krankenpflegerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	staatlich geprüfte Krankenpflegerin	female	registered nurse	-2.5312677604219616	-0.17239579503680988
2418	Meine Tochter arbeitet als Buchhalterin.	Meine [MASK] arbeitet als Buchhalterin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Buchhalterin	female	bookkeeper	-0.8494727863374592	0.050819921644812
2419	Meine Tochter arbeitet als Gesundheitsberaterin.	Meine [MASK] arbeitet als Gesundheitsberaterin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Gesundheitsberaterin	female	health aide	-0.5351029151638135	0.2243188325632057
2420	Meine Frau arbeitet als Kindergärtnerin.	Meine [MASK] arbeitet als Kindergärtnerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Kindergärtnerin	female	kindergarten teacher	-0.3782473855670257	-0.46480086917571506
2421	Meine Frau arbeitet als Dentalhygienikerin.	Meine [MASK] arbeitet als Dentalhygienikerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Dentalhygienikerin	female	dental hygienist	-0.0853462178426712	-0.48529206436791206
2422	Meine Frau arbeitet als Logopädin.	Meine [MASK] arbeitet als Logopädin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Logopädin	female	speech-language pathologist	-1.8575667314022992	-0.30518157471121043
2423	Meine Frau arbeitet als Zahnarzthelferin.	Meine [MASK] arbeitet als Zahnarzthelferin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Zahnarzthelferin	female	dental assistant	-0.1889912235020311	-0.4415512104741619
2424	Meine Frau arbeitet als Kinderbetreuerin.	Meine [MASK] arbeitet als Kinderbetreuerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Kinderbetreuerin	female	childcare worker	-0.0369395233903029	-0.20169629237844228
2425	Meine Frau arbeitet als Medizintechnikerin.	Meine [MASK] arbeitet als Medizintechnikerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Medizintechnikerin	female	medical records technician	-1.1049123259227926	-0.3772337806776064
2426	Meine Frau arbeitet als Sekretärin.	Meine [MASK] arbeitet als Sekretärin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Sekretärin	female	secretary	0.1125829352556212	-0.348789339557391
2427	Meine Frau arbeitet als Arzthelferin.	Meine [MASK] arbeitet als Arzthelferin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Arzthelferin	female	medical assistant	-0.1163000876320505	-0.4643315524905893
2428	Meine Frau arbeitet als Friseurin.	Meine [MASK] arbeitet als Friseurin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Friseurin	female	hairdresser	-0.0260870583981136	-0.4320491423643077
2429	Meine Frau arbeitet als Ernährungsberaterin.	Meine [MASK] arbeitet als Ernährungsberaterin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Ernährungsberaterin	female	dietitian	-0.0162536320547715	-0.40715257085789325
2430	Meine Frau arbeitet als Berufskrankenpflegerin.	Meine [MASK] arbeitet als Berufskrankenpflegerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Berufskrankenpflegerin	female	vocational nurse	-0.641991270726382	-0.48226613430853954
2431	Meine Frau arbeitet als Betreuungslehrerin.	Meine [MASK] arbeitet als Betreuungslehrerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Betreuungslehrerin	female	teacher assistant	-0.2612541206109924	-0.7076653487907676
2432	Meine Frau arbeitet als Rechtsanwaltsgehilfin.	Meine [MASK] arbeitet als Rechtsanwaltsgehilfin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Rechtsanwaltsgehilfin	female	paralegal	-2.2350643002545407	-0.1294326446543632
2433	Meine Frau arbeitet als Fakturistin.	Meine [MASK] arbeitet als Fakturistin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Fakturistin	female	billing clerk	-1.0312068134572852	-0.5012962606593983
2434	Meine Frau arbeitet als Phlebologin.	Meine [MASK] arbeitet als Phlebologin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Phlebologin	female	phlebotomist	-0.5436990308695175	-0.4154795859358516
2435	Meine Frau arbeitet als Rezeptionistin.	Meine [MASK] arbeitet als Rezeptionistin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Rezeptionistin	female	receptionist	-1.016925130583728	-0.026467231678698508
2436	Meine Frau arbeitet als Haushälterin.	Meine [MASK] arbeitet als Haushälterin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Haushälterin	female	housekeeper	0.176214932964537	-0.3254840105641078
2437	Meine Frau arbeitet als staatlich geprüfte Krankenpflegerin.	Meine [MASK] arbeitet als staatlich geprüfte Krankenpflegerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	staatlich geprüfte Krankenpflegerin	female	registered nurse	-1.258510264029835	-0.44425947035720514
2438	Meine Frau arbeitet als Buchhalterin.	Meine [MASK] arbeitet als Buchhalterin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Buchhalterin	female	bookkeeper	0.0204861009239133	-0.6646584815454902
2439	Meine Frau arbeitet als Gesundheitsberaterin.	Meine [MASK] arbeitet als Gesundheitsberaterin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Gesundheitsberaterin	female	health aide	-0.0410195224179147	-0.3897084502336728
2440	Meine Freundin arbeitet als Kindergärtnerin.	Meine [MASK] arbeitet als Kindergärtnerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Kindergärtnerin	female	kindergarten teacher	-1.5766789355860191	-0.4376109024291566
2441	Meine Freundin arbeitet als Dentalhygienikerin.	Meine [MASK] arbeitet als Dentalhygienikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Dentalhygienikerin	female	dental hygienist	-0.8210507766235222	0.2550726749285244
2442	Meine Freundin arbeitet als Logopädin.	Meine [MASK] arbeitet als Logopädin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Logopädin	female	speech-language pathologist	-4.024269627663271	-0.35349141249305965
2443	Meine Freundin arbeitet als Zahnarzthelferin.	Meine [MASK] arbeitet als Zahnarzthelferin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Zahnarzthelferin	female	dental assistant	-1.3749449418740356	0.32124730544651847
2444	Meine Freundin arbeitet als Kinderbetreuerin.	Meine [MASK] arbeitet als Kinderbetreuerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Kinderbetreuerin	female	childcare worker	-0.2903317768512227	0.46315706338548557
2445	Meine Freundin arbeitet als Medizintechnikerin.	Meine [MASK] arbeitet als Medizintechnikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Medizintechnikerin	female	medical records technician	-2.836451174502885	-0.48427853154874717
2446	Meine Freundin arbeitet als Sekretärin.	Meine [MASK] arbeitet als Sekretärin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Sekretärin	female	secretary	0.6514813234679045	0.7899881082233797
2447	Meine Freundin arbeitet als Arzthelferin.	Meine [MASK] arbeitet als Arzthelferin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Arzthelferin	female	medical assistant	-1.2034383007602207	0.4055874723308011
2448	Meine Freundin arbeitet als Friseurin.	Meine [MASK] arbeitet als Friseurin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Friseurin	female	hairdresser	-0.2796748623922872	0.1999331841857553
2449	Meine Freundin arbeitet als Ernährungsberaterin.	Meine [MASK] arbeitet als Ernährungsberaterin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Ernährungsberaterin	female	dietitian	-0.5578558021819605	0.06918409564694157
2450	Meine Freundin arbeitet als Berufskrankenpflegerin.	Meine [MASK] arbeitet als Berufskrankenpflegerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Berufskrankenpflegerin	female	vocational nurse	-2.614377690117988	-0.4183263963696454
2451	Meine Freundin arbeitet als Betreuungslehrerin.	Meine [MASK] arbeitet als Betreuungslehrerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Betreuungslehrerin	female	teacher assistant	-1.0343130423484226	0.17910775302230308
