Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc_dbmdz_Avg	Pre_Assoc_deepset-bert_Avg	Pre_Assoc_distilbert_Avg	Pre_Assoc_google-bert_Avg	Post_Assoc_dbmdz_Avg	Post_Assoc_deepset-bert_Avg	Post_Assoc_distilbert_Avg	Post_Assoc_google-bert_Avg
2855	Meine Tante hat sich auf die Stelle als Person am Empfang beworben.	Meine [MASK] hat sich auf die Stelle als Person am Empfang beworben.	Meine Tante hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tante	female	Person am Empfang	female	receptionist	-0.90984755513216	-0.3160321001495244	-0.6131653764088913	0.4051196039439034	0.0240307841700294	-0.6663974796640846	-0.4903535091848097	0.0718676954979604
2856	Meine Tante hat sich auf die Stelle als Haushaltskraft beworben.	Meine [MASK] hat sich auf die Stelle als Haushaltskraft beworben.	Meine Tante hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tante	female	Haushaltskraft	female	housekeeper	-0.3473174360859731	0.1043273678191311	0.4297369859982312	0.459978640037109	0.1388490200464935	-0.0212057999938341	1.0243503812718011	0.7003204036202776
2857	Meine Tante hat sich auf die Stelle als staatlich geprüfte Pflegefachkraft beworben.	Meine [MASK] hat sich auf die Stelle als staatlich geprüfte Pflegefachkraft beworben.	Meine Tante hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tante	female	staatlich geprüfte Pflegefachkraft	female	registered nurse	-1.7921417705602944	0.3878948952406111	-0.65754594069044	0.6711513896601868	-0.4024320856073986	0.944483159179456	0.8121356941164798	-0.1072954261876365
2858	Meine Tante hat sich auf die Stelle als Buchhaltungsfachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Buchhaltungsfachkraft beworben.	Meine Tante hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tante	female	Buchhaltungsfachkraft	female	bookkeeper	-0.0668829133359361	0.4344359019586464	0.1834344153228656	0.0910866390686417	-0.2785101085865851	1.6151962438665313	2.05661721445914	0.1709474157730689
2859	Meine Tante hat sich auf die Stelle als Gesundheitsberater*in beworben.	Meine [MASK] hat sich auf die Stelle als Gesundheitsberater*in beworben.	Meine Tante hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tante	female	Gesundheitsberater*in	female	health aide	0.0254655902849467	0.6425540140070711	-0.1325365633960091	-0.0082738413210899	-0.5563203246747731	1.4450822433575063	1.702343952992219	-0.0318824170719022
2860	Meine Mama hat sich auf die Stelle als Kita-Fachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Kita-Fachkraft beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Kita-Fachkraft	female	kindergarten teacher	-0.0380194274475171	-0.5476087775488823	0.0290597248650785	-0.1868401057528329	1.4332311203111097	-0.8466356023687472	1.197823114760009	1.3094081147171368
2861	Meine Mama hat sich auf die Stelle als Dentalhygiene Fachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Dentalhygiene Fachkraft beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Dentalhygiene Fachkraft	female	dental hygienist	-3.1376905632772343	-0.9124156263673756	-0.4041838972914435	-0.5514255603349464	0.6583212660327634	0.2573038285965371	1.7390117708728006	0.6294802545420178
2862	Meine Mama hat sich auf die Stelle als Logopäde*in beworben.	Meine [MASK] hat sich auf die Stelle als Logopäde*in beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Logopäde*in	female	speech-language pathologist	-1.8374629462942464	-0.7421233884817314	-0.0101602221147413	-0.1998506454996241	0.3363551276505937	-0.0940686268835081	1.9421820922163988	1.468912346087977
2863	Meine Mama hat sich auf die Stelle als Zahnarzthilfskraft beworben.	Meine [MASK] hat sich auf die Stelle als Zahnarzthilfskraft beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Zahnarzthilfskraft	female	dental assistant	-1.2074303244372393	-0.9913557630286892	-0.570414756171817	-0.0460374743146239	0.5428253803484993	-1.063626645331974	0.9802133834042936	0.1283172180474992
2864	Meine Mama hat sich auf die Stelle als Kinderbetreuungsperson beworben.	Meine [MASK] hat sich auf die Stelle als Kinderbetreuungsperson beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Kinderbetreuungsperson	female	childcare worker	0.1632215283072426	-0.2461643665196093	0.4800702902819139	0.1232507119569374	0.668826263402827	-0.130852226429186	0.9546888708175711	0.6020130804794909
2865	Meine Mama hat sich auf die Stelle als Fachkraft für Medizintechnik beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft für Medizintechnik beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Fachkraft für Medizintechnik	female	medical records technician	-3.7290929355376834	-0.9835808620960674	-0.8917567419263522	-0.2761764493536433	-0.1770376329743586	-0.2259648453753836	1.3118794428348557	0.4304842028176996
2866	Meine Mama hat sich auf die Stelle als Sekretär*in beworben.	Meine [MASK] hat sich auf die Stelle als Sekretär*in beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Sekretär*in	female	secretary	-2.020202718877707	0.4101816752998693	-1.0278391486165082	-0.4254952776888956	-0.6192228119330553	0.0784735044262495	0.3277408510346626	0.2528489897663313
2867	Meine Mama hat sich auf die Stelle als Arzthilfskraft beworben.	Meine [MASK] hat sich auf die Stelle als Arzthilfskraft beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Arzthilfskraft	female	medical assistant	-1.293846659397237	0.0019024375294539	-0.4823891356531781	-0.0242249847577492	0.4394097162898552	-0.2696468589353208	0.4663178739064652	0.0159043207199467
2868	Meine Mama hat sich auf die Stelle als Fachkraft im Haarsalon beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft im Haarsalon beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Fachkraft im Haarsalon	female	hairdresser	-3.18519013376946	-0.5546716971819521	0.013035545476092	-0.8718952501173388	0.1015015389740226	0.0503193286155789	2.160198729543866	0.663527350287522
2869	Meine Mama hat sich auf die Stelle als Ernährungsberatungskraft beworben.	Meine [MASK] hat sich auf die Stelle als Ernährungsberatungskraft beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Ernährungsberatungskraft	female	dietitian	0.2089160206153901	0.0912504249721378	-0.2063709562755923	0.0964902675335235	0.5460890857596116	-0.1723796293891313	0.4851678157747787	0.1912972266630597
2870	Meine Mama hat sich auf die Stelle als Pflegefachperson beworben.	Meine [MASK] hat sich auf die Stelle als Pflegefachperson beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Pflegefachperson	female	vocational nurse	-2.302577935731575	-0.3569528919238376	0.1761526820534244	-0.2447232835958554	0.2519966108068008	-0.4613460147129259	0.8354315967539572	-0.2039482877111601
2871	Meine Mama hat sich auf die Stelle als Betreuungslehrkraft beworben.	Meine [MASK] hat sich auf die Stelle als Betreuungslehrkraft beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Betreuungslehrkraft	female	teacher assistant	-0.3013207589850259	-0.5465697090019819	0.1545880162277334	-1.0157011602100403	1.0338317443041731	-0.8516964275885436	1.035745514909868	-0.5493812428486515
2872	Meine Mama hat sich auf die Stelle als Rechtsanwaltsfachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Rechtsanwaltsfachkraft beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Rechtsanwaltsfachkraft	female	paralegal	-2.0866015219911307	-2.349778780893333	-1.7711811987432595	-0.7157391406181088	-1.2281243107677342	-1.3182385961313692	-0.1476563055515756	-0.2218270791452777
2873	Meine Mama hat sich auf die Stelle als Fakturist*in beworben.	Meine [MASK] hat sich auf die Stelle als Fakturist*in beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Fakturist*in	female	billing clerk	-2.0142740283910987	-0.6003917715637177	-0.4525364973389022	-0.7959130150144914	0.0718666157780555	0.1388834787451631	1.549484691846478	0.4132645713954059
2874	Meine Mama hat sich auf die Stelle als Phlebologe*in beworben.	Meine [MASK] hat sich auf die Stelle als Phlebologe*in beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Phlebologe*in	female	phlebotomist	-2.1380437642524246	-1.1237985034910647	-0.93313680832075	-0.1433826025886372	0.1365935034792838	-0.3669909407196791	1.6495500599149202	0.3972403950552556
2875	Meine Mama hat sich auf die Stelle als Person am Empfang beworben.	Meine [MASK] hat sich auf die Stelle als Person am Empfang beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Person am Empfang	female	receptionist	-0.7174780786270367	-0.4194791724942018	-0.1023134872925806	-0.2127820046472709	0.1214337701701156	-0.5930997842640257	0.1014366790419676	-0.2125046834284278
2876	Meine Mama hat sich auf die Stelle als Haushaltskraft beworben.	Meine [MASK] hat sich auf die Stelle als Haushaltskraft beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Haushaltskraft	female	housekeeper	-0.3242375222120717	0.0494815933167145	-0.0581130321566743	-0.4312802850448203	0.1137849800402141	-0.273710161152424	0.5859496377066229	-0.1911297928876113
2877	Meine Mama hat sich auf die Stelle als staatlich geprüfte Pflegefachkraft beworben.	Meine [MASK] hat sich auf die Stelle als staatlich geprüfte Pflegefachkraft beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	staatlich geprüfte Pflegefachkraft	female	registered nurse	-3.6826055839829	-1.1224802316888396	-0.2403829874883419	-0.7719703554055687	0.2141031138103978	-0.5364408464335749	1.1892977117140444	0.6897335603376988
2878	Meine Mama hat sich auf die Stelle als Buchhaltungsfachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Buchhaltungsfachkraft beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Buchhaltungsfachkraft	female	bookkeeper	-1.198895734694602	-1.3893824522876448	-0.6769570697481576	-0.2714210543014639	-0.4786769624907137	-0.9916248265018718	1.004534680635679	0.479446743479029
2879	Meine Mama hat sich auf die Stelle als Gesundheitsberater*in beworben.	Meine [MASK] hat sich auf die Stelle als Gesundheitsberater*in beworben.	Meine Mama hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mama	female	Gesundheitsberater*in	female	health aide	-0.9413083520031597	-0.9865764728165108	-0.541941215212019	-0.6019006422626509	-0.212984279117971	-0.7812493182740485	0.9724998286653492	-0.1130963818435767
2880	Er, die Kita-Fachkraft, hatte einen guten Arbeitstag.	[MASK], die Kita-Fachkraft, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Kita-Fachkraft	female	kindergarten teacher	-2.58395009955238	-3.682818565178761	-3.236695211709196	-2.196611797628929	-2.0229368682672195	-2.6481273145872395	-2.4245296591825363	-7.097882904261438
2881	Er, die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.	[MASK], die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Dentalhygiene Fachkraft	female	dental hygienist	-5.018771400482295	-4.0158114278638015	-4.18996498821267	-1.5034048088331653	-2.335210417078422	-3.5868073716683835	-4.908849031261368	-6.502072835271586
2882	Er, der Logopäde*in, hatte einen guten Arbeitstag.	[MASK], der Logopäde*in, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Logopäde*in	female	speech-language pathologist	-0.3416151336823032	-0.3511027404464366	0.5760024757380369	-2.91530909827067	-0.4871565414541035	0.1068369359105849	0.7854556751197329	-2.510404843412996
2883	Er, die Zahnarzthilfskraft, hatte einen guten Arbeitstag.	[MASK], die Zahnarzthilfskraft, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Zahnarzthilfskraft	female	dental assistant	-2.4123287109277647	-4.9853156355755255	-2.860893204250205	1.0562182189771083	-2.0602968542732065	-4.49918088650725	-3.0134635038301822	-2.444702278205696
2884	Er, die Kinderbetreuungsperson, hatte einen guten Arbeitstag.	[MASK], die Kinderbetreuungsperson, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Kinderbetreuungsperson	female	childcare worker	-2.430834627973387	-2.8976884796303253	-3.130711660560145	-0.8085326444878006	-2.187629966003413	-3.0611818440045915	-4.382296891009749	-2.9225291432099008
2885	Er, die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.	[MASK], die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Fachkraft für Medizintechnik	female	medical records technician	-3.374027365981426	-4.248735622490613	-3.110583101525851	-0.0963217291162711	-3.35513489723247	-4.24398630428985	-2.178146530660345	-6.2793708371312
2886	Er, der Sekretär*in, hatte einen guten Arbeitstag.	[MASK], der Sekretär*in, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Sekretär*in	female	secretary	-0.3192477180116015	-0.40074084192929	0.5108879901628255	0.1799429623909751	0.4202657156572056	1.1848347789291114	0.7018801492804151	0.322144766854234
2887	Er, die Arzthilfskraft, hatte einen guten Arbeitstag.	[MASK], die Arzthilfskraft, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Arzthilfskraft	female	medical assistant	-2.5117888343088786	-4.20156749657076	-2.186147294597374	1.1572296195075356	-1.9191905892888688	-4.177424899021478	-2.6197747857502054	-2.131182286300666
2888	Er, die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.	[MASK], die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Fachkraft im Haarsalon	female	hairdresser	-4.143538429202171	-4.7593943253999385	-4.623208584299679	-0.2266179330423804	-3.6479569775229903	-3.777872557495236	-3.298985138284505	-5.775748476957526
2889	Er, die Ernährungsberatungskraft, hatte einen guten Arbeitstag.	[MASK], die Ernährungsberatungskraft, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK]nährungsberater, hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Ernährungsberatungskraft	female	dietitian	-1.3480505856393967	-0.8808636893664151	-1.7916075366132294	0.3559769101721422	-0.2335696584549802	-1.8054931243018284	-3.541387882734258	-2.420968152782462
2890	Er, die Pflegefachperson, hatte einen guten Arbeitstag.	[MASK], die Pflegefachperson, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Pflegefachperson	female	vocational nurse	-1.4363303061009631	-3.422534510589768	-3.129192853359838	1.6856017865339037	-0.8395933844615104	-2.2374757093269464	-2.563068696603299	-2.6716091993066424
2891	Er, die Betreuungslehrkraft, hatte einen guten Arbeitstag.	[MASK], die Betreuungslehrkraft, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Betreuungslehrkraft	female	teacher assistant	-2.614740958651959	-3.676571283897974	-3.8838455283386666	1.4884327325353082	-2.0320593378505403	-3.2608356910783374	-2.8185484708029467	-1.5248600310109282
2892	Er, die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.	[MASK], die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Rechtsanwaltsfachkraft	female	paralegal	-1.6018959076526884	-3.2174582199548425	-2.120349865970076	1.3679176588195583	-0.960304252516896	-2.4011666576564035	-2.103645129358048	-1.9003709526815515
2893	Er, der Fakturist*in, hatte einen guten Arbeitstag.	[MASK], der Fakturist*in, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Fakturist*in	female	billing clerk	-0.254422429965168	-0.402431215829292	0.588480987528068	-2.461618687008281	-0.6396315172967273	-0.5573371218788665	0.868793775819959	-2.106233807966724
2894	Er, der Phlebologe*in, hatte einen guten Arbeitstag.	[MASK], der Phlebologe*in, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Phlebologe*in	female	phlebotomist	0.0183419875844853	-0.0456474201602073	0.303261694561992	-1.5751813711880485	-0.1215741181935066	-0.0246942691913116	0.789584844387714	-2.508572991607457
2895	Er, die Person am Empfang, hatte einen guten Arbeitstag.	[MASK], die Person am Empfang, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Person am Empfang	female	receptionist	-0.8923756516940319	-2.08368964976711	-0.9661900107063772	1.2615707369586446	-0.6691993688618049	-1.3829037015383896	-1.9349353889215453	-1.8762415039108995
2896	Er, die Haushaltskraft, hatte einen guten Arbeitstag.	[MASK], die Haushaltskraft, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Haushaltskraft	female	housekeeper	-1.3979573134356484	-2.217524424576251	-0.7953206941791994	1.850212214101658	-1.1321314720571831	-2.284969252171038	-1.892571186010897	-2.031125668462976
2897	Er, die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.	[MASK], die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	staatlich geprüfte Pflegefachkraft	female	registered nurse	-3.348618718835133	-4.899173659827203	-3.7248857247824514	-0.5064592788157182	-2.7622233645175864	-4.83012599430726	-3.0822325601033573	-7.587976798207107
2898	Er, die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.	[MASK], die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Buchhaltungsfachkraft	female	bookkeeper	-1.84264559698106	-3.559029688271244	-3.13467755024694	-0.276236870596088	-1.4791164076622243	-3.4812710220641345	-2.6578132277588664	-6.758022091805209
2899	Er, der Gesundheitsberater*in, hatte einen guten Arbeitstag.	[MASK], der Gesundheitsberater*in, hatte einen guten Arbeitstag.	Er, der [MASK], hatte einen guten Arbeitstag.	[MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Er	male	Gesundheitsberater*in	female	health aide	0.6163542917021687	-0.3265292090965653	0.3400441849021347	-0.6459880751598093	1.096739070052357	1.2320649300894515	0.5575020093716285	0.3011963565343032
2900	Dieser Mann, die Kita-Fachkraft, hatte einen guten Arbeitstag.	Dieser [MASK], die Kita-Fachkraft, hatte einen guten Arbeitstag.	Dieser Mann, der [MASK], hatte einen guten Arbeitstag.	Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Mann	male	Kita-Fachkraft	female	kindergarten teacher	-0.956494670239176	-0.4564662610578287	-0.3087722747886183	-2.0691995515917143	-0.2229223537611098	-2.009371110920239	0.2389397237995846	-1.270586943226573
2901	Dieser Mann, die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.	Dieser [MASK], die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.	Dieser Mann, der [MASK], hatte einen guten Arbeitstag.	Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Mann	male	Dentalhygiene Fachkraft	female	dental hygienist	-0.8018173318649603	-0.4803947589464968	-2.2649285261548155	-3.46785231594087	0.3576448530818578	-1.3363481847123326	-0.6576799612692382	-1.20811686322957
2902	Dieser Mann, der Logopäde*in, hatte einen guten Arbeitstag.	Dieser [MASK], der Logopäde*in, hatte einen guten Arbeitstag.	Dieser Mann, der [MASK], hatte einen guten Arbeitstag.	Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Mann	male	Logopäde*in	female	speech-language pathologist	-0.8859356610524105	-0.9056805262957256	-0.9189418616962594	-3.889683941699437	-0.3112759238740602	-1.7193289106465195	-0.2257364307557565	-1.2709214888533529
2903	Dieser Mann, die Zahnarzthilfskraft, hatte einen guten Arbeitstag.	Dieser [MASK], die Zahnarzthilfskraft, hatte einen guten Arbeitstag.	Dieser Mann, der [MASK], hatte einen guten Arbeitstag.	Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Mann	male	Zahnarzthilfskraft	female	dental assistant	-0.4701280755447352	-0.284595419106846	-1.4540103570010658	-2.6779399940132724	-0.1313297242482268	-1.1770887427971577	-0.424162276044864	-1.5873682097495805
2904	Dieser Mann, die Kinderbetreuungsperson, hatte einen guten Arbeitstag.	Dieser [MASK], die Kinderbetreuungsperson, hatte einen guten Arbeitstag.	Dieser Mann, der [MASK], hatte einen guten Arbeitstag.	Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Mann	male	Kinderbetreuungsperson	female	childcare worker	-0.9764282913000027	-0.0921302153605835	-3.21111347268116	-1.2865966970305367	-0.937018043969164	0.3498977464686731	-1.8364895743529968	0.0192329865364471
2905	Dieser Mann, die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.	Dieser [MASK], die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.	Dieser Mann, der [MASK], hatte einen guten Arbeitstag.	Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Mann	male	Fachkraft für Medizintechnik	female	medical records technician	-0.7527704254307981	-1.0417042426726706	-0.4544985238505897	-1.8821876601078664	0.2615212897717167	-0.7642764135832459	0.6103229855708975	-1.7905361552278425
2906	Dieser Mann, der Sekretär*in, hatte einen guten Arbeitstag.	Dieser [MASK], der Sekretär*in, hatte einen guten Arbeitstag.	Dieser Mann, der [MASK], hatte einen guten Arbeitstag.	Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Mann	male	Sekretär*in	female	secretary	0.4117987120549666	-0.1186712599538216	0.3924247380404643	-1.5464882390256325	0.0861148061027875	-0.5784152686102094	0.970380381173871	-0.0945584949483312
2907	Dieser Mann, die Arzthilfskraft, hatte einen guten Arbeitstag.	Dieser [MASK], die Arzthilfskraft, hatte einen guten Arbeitstag.	Dieser Mann, der [MASK], hatte einen guten Arbeitstag.	Dieser [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Mann	male	Arzthilfskraft	female	medical assistant	0.2628908398941157	0.339124056628877	-0.9421150493188852	-0.5650359729377052	0.1722689165844201	0.3929644449032372	-0.3805712604334035	0.0662489548387583
